Fdg
48.02
48.02
48.92
48.92
48.92
48.02
48.02
46.04
46.94
46.04
46.04
42.98
42.98
42.98
41
39.02
37.94
37.04
37.04
35.06
33.08
32
32
30.92
30.02
28.04
26.96
26.06
26.06
24.08
23
21.92
21.02
19.94
19.94
19.04
17.96
17.06
15.08
12.92
12.92
10.94
6.98
5
3.92
1.94
1.04
-0.04
-0.04
1.04
5
8.06
10.04
14
14
15.08
15.08
14
14
12.02
10.94
15.08
17.06
21.92
23
21.92
21.92
21.92
21.92
23
23
23
23
23
24.08
24.98
19.04
12.92
12.92
14
14
14
15.08
15.98
17.06
15.98
14
12.02
10.94
10.04
6.98
3.92
1.94
-0.04
-0.94
-0.94
-2.02
-2.02
1.04
3.92
6.08
3.92
5
5
3.92
3.02
1.94
1.04
-0.94
-2.92
-5.98
-7.96
-9.04
-9.04
-7.06
-7.06
-9.04
-7.06
-5.98
-7.96
-9.04
-5.08
6.08
10.94
12.92
15.08
15.08
15.08
15.08
14
14
12.92
10.04
10.04
10.04
8.96
8.96
6.98
3.02
1.94
-0.94
-5.08
-5.98
-7.96
-7.06
-2.02
1.04
5
8.06
10.04
12.92
12.92
15.08
14
14
14
14
15.98
17.06
17.06
17.96
17.96
19.04
19.04
19.04
17.96
19.04
19.04
19.94
19.94
19.94
21.02
21.02
21.02
19.04
19.94
19.04
14
12.02
10.94
8.96
8.06
6.98
5
3.92
3.92
3.02
1.94
1.94
-0.04
-0.94
-2.02
1.04
3.92
8.96
15.98
17.96
21.02
23
24.98
26.06
26.06
26.06
26.06
26.06
26.06
26.96
26.96
28.04
28.94
28.94
28.04
28.04
24.98
24.98
23
23
24.98
24.98
24.98
26.06
26.96
26.96
26.96
26.96
24.08
19.94
19.04
17.96
15.08
12.92
12.02
8.96
6.08
3.92
3.92
5
5
5
3.92
5
6.98
8.96
12.02
14
15.08
15.08
15.08
14
12.02
10.04
8.96
8.96
8.06
5
5
3.92
6.08
10.94
19.94
21.92
26.96
26.06
26.96
26.96
28.94
28.04
30.02
30.92
30.02
30.02
30.02
30.02
28.94
28.04
28.04
28.04
28.04
28.04
24.98
23
21.02
19.04
17.06
15.98
15.98
15.08
15.08
15.08
15.98
17.96
19.04
19.94
21.92
24.08
24.08
24.08
23
21.92
17.96
15.98
14
14
12.92
12.92
14
15.08
15.98
17.06
17.06
17.06
15.08
15.08
17.06
19.04
21.02
21.92
23
24.98
26.96
28.94
24.08
23
21.02
17.06
17.06
24.98
26.96
26.96
26.96
26.96
28.04
28.94
28.04
26.96
28.04
28.04
30.02
30.02
32
32
30.02
33.08
35.06
37.04
37.04
37.94
39.02
39.02
39.02
39.02
39.02
37.04
37.94
35.96
35.06
37.04
35.96
35.06
35.06
33.98
33.08
30.92
30.02
30.92
30.02
28.94
28.94
28.04
26.06
24.98
24.98
24.08
23
21.92
21.92
21.02
19.04
19.94
17.96
19.04
19.94
21.02
21.02
23
26.06
26.06
26.96
28.04
30.02
30.92
32
33.08
33.08
33.08
33.08
33.08
33.98
33.98
33.98
33.08
33.98
33.98
35.96
35.96
35.06
33.08
30.92
30.92
32
32
33.08
33.98
35.06
39.02
37.94
39.02
35.96
33.98
30.02
26.06
24.98
23
21.92
21.02
21.02
19.94
17.96
19.04
19.04
17.06
17.96
21.02
30.92
35.96
39.02
41
42.08
42.08
41
41
41
39.02
39.02
39.92
39.02
33.98
33.08
33.08
33.08
33.08
33.08
33.98
33.08
33.98
33.98
35.06
35.96
37.94
39.02
39.02
41
39.02
41
39.92
39.92
37.94
37.94
37.94
37.94
37.04
33.98
33.08
33.98
30.92
28.04
24.98
21.92
19.94
17.06
15.08
10.04
5
5
6.08
6.98
10.04
10.94
12.02
12.02
10.04
6.98
8.06
12.02
10.04
10.04
10.04
10.94
12.02
12.92
12.92
14
15.08
15.98
17.06
17.96
19.94
23
26.06
30.02
32
33.98
37.04
37.04
35.96
35.96
37.04
37.04
37.94
37.94
37.94
37.94
39.02
39.02
39.02
39.02
39.92
39.92
39.02
39.02
37.94
39.02
39.92
39.92
39.92
39.02
35.06
32
32
35.06
33.98
33.08
30.92
30.92
28.94
28.04
26.96
24.98
24.08
21.92
19.94
19.04
23
23
24.08
24.08
26.06
24.98
26.06
26.06
26.96
24.98
24.08
24.08
23
23
21.02
21.92
21.02
21.02
21.02
19.94
19.04
19.04
17.96
19.04
19.94
21.92
23
26.06
26.06
26.96
24.98
26.06
26.06
24.98
24.08
23
21.92
17.96
15.98
15.98
15.08
14
12.92
12.92
14
17.06
17.06
17.06
17.96
19.04
21.02
23
24.98
26.06
28.04
28.04
28.94
26.96
24.98
23
21.02
21.02
21.02
19.04
17.96
17.06
17.06
15.08
14
12.92
12.92
12.02
12.92
19.94
26.06
23
24.08
26.06
28.04
30.02
30.02
28.04
26.06
24.98
24.08
21.02
19.94
19.04
19.04
17.06
15.98
15.08
12.02
10.94
8.96
8.96
10.94
15.98
23
26.06
28.04
30.92
30.92
32
32
28.94
26.06
24.98
21.92
21.02
23
24.62
26.42
28.04
29.84
31.46
33.08
32
33.08
33.08
33.8
33.08
33.08
33.8
33.08
33.98
35.96
35.96
37.04
37.04
37.04
37.04
35.96
35.96
37.04
35.96
35.06
35.06
33.08
33.98
33.08
30.92
28.4
30.92
30.02
30.92
30.92
32
32
32
33.08
33.08
33.08
33.08
33.08
32
30.02
26.06
24.98
24.98
23
21.92
21.92
19.94
19.94
19.94
21.02
23
26.96
30.02
30.92
33.08
33.98
35.96
35.96
37.94
42.08
42.08
44.06
42.08
42.98
42.08
44.06
44.96
42.98
42.98
46.04
42.98
42.98
44.06
46.94
48.02
51.08
51.98
46.04
44.06
44.96
46.04
39.02
39.02
37.04
30.92
30.02
26.96
24.98
23
24.08
24.8
24.8
21.92
21.02
19.94
19.04
17.96
17.96
17.06
17.06
17.96
19.04
21.02
21.92
24.08
24.98
24.98
24.08
23
21.02
19.94
17.96
17.06
15.98
15.08
15.08
14
14
15.08
15.08
15.08
15.08
15.08
15.08
15.8
15.98
15.98
17.06
15.98
15.98
15.98
15.98
15.98
15.8
15.08
14
12.92
12.02
10.94
10.94
10.94
10.4
10.94
10.94
10.04
8.96
8.06
6.98
6.98
6.08
8.6
10.04
10.94
12.02
14
14
15.08
12.92
12.92
12.02
12.02
10.94
10.04
8.06
6.98
6.98
5
3.92
3.02
1.94
3.02
6.08
8.96
10.94
12.02
14
15.08
17.06
19.04
19.94
21.02
19.04
17.06
15.98
14
14
14
10.94
10.04
8.96
8.96
3.02
1.94
1.94
1.04
5
14
17.06
19.04
19.94
21.02
21.92
21.92
21.92
21.02
19.94
19.04
17.06
12.02
12.02
8.06
8.06
5
3.92
1.94
-0.04
1.04
-0.94
-2.02
3.92
12.92
17.96
19.94
21.02
23
24.08
24.98
24.98
24.08
23
21.92
21.92
23
21.02
21.02
21.02
17.06
17.06
17.96
17.96
17.06
17.06
15.08
17.96
19.94
19.04
19.04
19.04
19.04
19.94
21.2
21.02
19.4
19.4
19.94
19.94
19.4
21.02
19.4
19.94
19.94
19.94
19.04
19.04
17.96
17.96
17.96
19.4
19.4
19.94
21.92
21.92
23
24.08
24.8
24.08
23
21.2
21.92
21.92
21.92
21.02
21.2
21.2
21.92
21.92
21.92
21.92
21.2
21.02
21.02
21.92
23
24.98
24.98
26.96
28.04
28.04
28.94
28.94
28.94
28.04
28.04
28.04
26.96
26.96
28.04
26.96
26.96
26.96
26.96
26.96
26.06
26.06
26.96
26.96
28.04
28.94
28.94
30.02
32
33.98
33.8
32
32
30.02
30.02
28.04
28.94
28.94
26.96
26.06
26.06
26.6
24.98
24.98
24.98
24.8
24.08
24.08
26.06
26.06
26.6
28.4
28.04
28.4
30.02
30.92
30.92
32
30.02
26.96
26.96
28.94
28.94
28.04
28.04
26.96
26.96
26.06
24.98
24.98
24.98
28.94
32
33.98
35.96
37.04
39.92
41
41
37.94
37.94
37.94
37.04
35.96
35.06
35.06
33.98
35.96
42.08
39.92
39.92
39.02
39.92
39.92
39.02
39.92
42.08
44.06
44.96
44.96
48.92
48.92
50
50
50
48.02
46.04
42.98
39.92
39.02
37.94
39.02
37.94
39.02
39.92
46.94
46.94
48.02
44.06
44.96
46.04
48.92
46.94
44.06
44.96
44.06
44.06
42.98
42.08
42.08
41
39.02
39.02
37.94
37.04
35.06
32
33.98
33.98
33.08
33.08
33.08
33.08
33.08
33.08
33.98
33.98
33.98
35.06
35.06
35.06
33.98
35.06
33.98
33.98
33.98
33.08
33.08
32
30.92
30.92
30.02
28.94
28.04
28.04
26.96
26.96
26.96
28.04
30.02
30.92
32
33.08
35.06
35.96
35.96
33.98
32
30.92
28.94
28.04
26.96
26.06
24.98
24.08
24.08
23
21.92
21.92
24.08
24.98
30.02
33.08
35.96
39.02
44.06
46.04
44.96
44.96
44.96
44.06
42.98
44.06
41
37.94
35.96
35.96
35.6
37.04
37.04
37.94
39.92
41
42.08
42.98
44.06
44.96
46.94
48.02
48.02
39.02
33.98
35.06
35.96
35.96
35.6
35.96
35.96
35.6
35.96
35.06
35.06
35.06
35.96
35.96
35.06
33.98
33.98
35.06
35.06
37.04
39.02
39.02
41
41
41
41
39.92
39.92
39.02
37.04
35.06
30.92
32
32
33.08
33.08
30.92
32
32
33.08
33.08
35.06
37.04
41
44.06
46.04
50
50
48.92
50
50
48.02
46.94
44.96
44.06
41
39.02
37.94
35.06
33.08
32
30.92
28.94
28.04
26.06
26.06
26.96
26.96
28.04
30.02
33.08
33.98
33.98
33.98
33.08
32
32
30.92
30.92
32
32
32
32
32
32
30.92
30.02
28.94
30.02
30.92
32
33.98
33.98
35.96
37.94
39.92
42.08
42.98
42.98
42.98
39.92
37.94
35.96
33.98
30.92
28.94
28.94
28.04
26.96
26.96
24.98
24.98
24.98
28.04
32
37.94
42.08
44.06
46.04
46.94
48.92
51.08
51.08
50
46.94
44.96
42.08
37.04
37.94
33.08
32
30.02
28.04
26.96
28.04
26.96
26.96
30.02
33.98
39.92
44.06
44.96
46.94
50
51.98
53.96
53.96
53.96
51.08
48.92
46.94
44.96
44.06
42.08
39.92
41
39.92
39.02
39.02
39.92
39.02
42.08
46.04
46.94
51.08
53.06
55.04
55.94
57.02
59
57.92
57.02
53.96
51.98
48.92
48.92
48.02
46.94
44.96
44.96
42.98
44.06
42.98
42.08
41
41
42.08
44.96
48.02
48.02
48.92
51.08
50
51.98
51.98
51.08
48.92
46.94
42.98
42.08
39.92
39.92
42.08
39.92
41
39.92
37.04
41
41
42.08
44.06
46.94
50
51.98
55.04
57.02
60.98
62.06
62.96
60.98
55.04
48.92
44.06
42.08
40.64
39.2
37.76
36.32
34.88
33.44
32
30.92
30.02
30.92
32
33.08
35.06
35.06
37.04
39.92
42.98
44.06
44.06
42.98
42.08
37.94
35.96
30.92
30.02
30.02
30.92
30.02
28.04
30.02
28.04
28.94
30.02
35.06
37.94
39.92
39.92
44.06
44.96
46.04
44.96
41
39.92
39.02
41
41
41
42.08
42.08
44.06
44.06
42.08
42.98
44.96
46.04
48.02
48.92
50
53.06
48.92
46.94
46.94
48.92
46.94
46.94
50
48.02
44.96
42.98
39.92
39.92
37.94
33.08
35.96
35.06
32
32
30.92
28.94
28.04
26.96
28.94
32
33.08
35.96
39.02
37.04
37.04
37.94
37.94
37.94
37.04
37.04
35.96
37.04
42.08
39.92
37.94
39.02
39.02
39.92
39.92
39.02
39.02
39.02
39.02
39.02
39.02
41
42.98
41
42.08
42.98
42.08
41
41
41
39.92
39.92
39.02
39.02
41
41
37.94
37.04
37.04
35.96
35.06
35.06
35.06
33.98
35.06
35.96
37.04
39.02
39.02
39.02
42.08
39.92
37.94
37.04
35.96
35.06
35.06
33.98
33.08
28.94
28.04
26.06
24.08
24.08
23
23
23
24.08
26.06
24.98
28.04
32
30.92
33.08
35.06
35.96
37.04
35.96
33.08
33.08
33.98
33.98
35.06
33.98
33.98
37.94
37.04
37.94
35.06
33.98
35.06
35.06
33.98
33.98
30.92
28.94
28.94
28.04
26.06
24.98
24.98
24.98
24.98
24.98
24.98
24.08
23
21.92
21.02
19.94
19.04
17.96
17.96
19.04
21.02
23
24.08
26.06
30.02
30.92
32
33.98
35.96
37.04
37.04
37.04
35.06
35.06
33.08
33.08
30.92
30.02
30.02
28.94
26.06
24.08
21.02
21.92
26.96
32
35.06
37.94
39.02
41
42.98
44.96
44.96
44.96
44.96
42.98
39.02
35.96
33.08
30.92
30.02
28.94
28.94
28.04
30.92
28.94
26.06
33.08
37.94
42.08
48.02
51.08
53.06
55.94
57.02
60.98
62.06
64.94
62.96
60.98
59
59
57.02
55.94
55.04
55.04
55.04
55.04
53.96
53.96
55.04
55.04
55.94
59
59
57.92
60.08
62.96
64.04
64.04
66.02
66.02
64.94
60.98
57.92
53.06
50
46.94
44.96
42.98
42.98
42.08
39.92
42.08
42.08
44.96
48.92
57.92
64.04
69.98
71.96
75.02
75.92
66.92
71.96
71.06
69.98
62.96
57.92
53.96
51.08
50
48.02
48.02
46.94
46.04
44.96
44.06
37.94
41
42.98
44.06
44.96
46.04
46.94
46.04
48.02
48.92
48.02
48.02
46.94
46.04
44.96
41
39.92
39.92
37.94
37.04
37.04
35.06
30.92
28.04
28.94
28.94
33.98
39.92
42.08
44.06
46.94
48.02
48.92
50
53.06
53.06
51.98
50
46.94
44.06
42.98
41
39.02
33.08
39.02
37.04
35.06
32
30.02
33.08
39.02
42.98
44.96
46.94
50
51.98
53.96
57.02
57.92
57.02
55.94
55.04
51.08
48.92
46.94
46.94
39.02
35.06
33.08
33.08
30.92
30.92
30.02
33.08
39.02
46.04
50
51.98
55.04
57.92
60.08
60.98
62.06
62.06
60.98
60.08
57.02
51.98
48.02
46.94
42.08
39.92
39.02
37.04
35.06
35.06
33.08
35.96
42.98
51.98
60.08
60.08
64.04
66.02
66.92
66.92
68
68
66.92
64.94
62.06
59
51.98
48.02
44.96
42.98
42.08
41
39.02
37.94
37.94
39.92
44.06
55.04
62.96
66.92
69.98
71.06
73.94
73.94
75.02
73.04
73.04
69.98
64.04
59
51.98
57.02
55.94
55.04
51.98
57.92
57.02
55.94
53.96
55.04
55.94
60.08
62.96
66.02
68
71.06
71.96
73.04
73.04
71.96
71.06
68
66.02
66.02
66.02
64.94
64.04
64.04
62.96
62.06
60.98
60.98
60.08
60.08
62.06
64.04
66.92
71.06
75.02
75.02
75.02
78.98
82.04
82.04
80.06
78.08
73.94
73.04
73.04
71.96
71.06
71.96
71.96
71.06
69.98
69.08
66.92
66.92
66.92
66.92
66.92
69.08
69.08
69.08
69.98
69.98
66.92
66.02
64.94
64.94
64.94
62.06
53.06
51.98
51.08
50
48.92
48.02
48.02
48.02
46.94
46.94
48.02
48.02
48.02
50
51.08
51.98
53.06
51.98
51.08
51.08
50
48.92
48.02
48.02
48.02
48.92
48.92
48.02
46.94
46.04
44.06
44.06
42.98
42.98
42.98
44.06
42.98
42.98
44.06
44.96
44.06
44.96
44.96
44.96
44.06
42.98
42.98
42.98
42.08
42.08
39.92
39.92
39.02
39.02
39.02
39.02
39.92
39.92
39.92
39.92
42.98
44.96
44.06
44.06
44.06
44.06
44.96
44.96
44.96
44.96
44.06
44.06
44.06
44.06
44.06
44.06
44.06
44.06
42.98
42.98
42.98
42.98
44.06
46.94
48.02
50
51.08
51.08
51.08
51.98
51.98
53.96
53.96
51.98
51.98
50
46.94
48.02
46.94
48.02
46.94
44.96
44.06
44.96
42.98
44.96
48.02
50
53.96
55.94
57.02
60.98
62.06
62.06
64.04
62.96
62.06
60.08
57.02
57.02
55.94
55.04
55.04
55.04
55.04
55.04
55.04
55.04
53.96
53.96
53.96
51.08
46.04
44.96
44.06
42.98
42.98
42.08
44.96
46.04
44.96
42.98
39.92
39.02
37.94
35.96
35.06
35.06
33.98
33.98
33.98
33.98
33.08
33.98
37.04
39.02
39.02
41
42.98
44.96
48.02
48.92
50
51.98
48.02
50
50
39.92
44.96
42.98
42.08
42.98
41
41
39.02
35.96
37.04
41
44.96
51.08
53.06
55.94
57.92
60.98
62.96
64.94
66.02
66.92
66.02
64.94
62.06
55.04
50
49.1
48.38
47.48
46.58
45.68
44.96
44.06
44.06
44.96
46.04
48.92
55.94
55.04
55.04
55.94
60.08
59
59
60.08
60.98
60.08
55.94
53.96
48.02
46.94
42.98
41
39.02
37.04
37.04
35.96
35.96
39.02
46.04
51.98
55.94
60.08
60.08
62.06
64.94
64.04
62.96
62.96
62.96
60.98
59
59
57.02
53.06
53.06
51.08
51.98
48.02
46.04
44.96
44.96
44.96
48.02
55.04
60.08
64.04
66.02
64.94
66.02
66.02
66.02
64.94
64.94
64.94
62.96
60.08
55.04
50
48.02
46.04
42.98
42.08
41
39.92
39.02
42.98
50
57.02
60.98
62.96
64.94
69.08
69.08
71.96
69.98
69.98
69.08
66.92
64.94
57.92
55.04
53.06
55.04
50
48.02
48.02
48.92
48.02
48.02
48.92
51.98
57.02
62.06
62.96
64.04
68
66.92
69.08
66.92
66.92
66.92
66.02
62.96
57.02
55.94
55.04
51.98
53.06
53.06
53.06
51.98
51.98
48.02
48.02
48.02
50
51.08
51.98
50
51.98
51.98
51.98
51.08
51.08
50
48.92
46.04
44.06
42.98
41
39.02
37.04
35.96
33.08
33.98
33.08
32
33.98
35.96
37.04
39.02
42.08
42.98
46.94
46.94
48.92
50
50
50
50
48.02
46.94
46.04
44.06
44.06
42.98
42.08
39.92
39.02
39.02
37.94
41
41
44.06
44.96
48.02
50
53.06
55.94
57.92
60.08
60.98
60.98
60.98
57.92
55.94
51.98
46.94
44.96
42.08
39.92
37.94
37.04
35.96
35.06
39.92
48.02
51.98
57.02
60.98
62.96
64.94
66.92
68
68
69.98
69.08
66.02
60.98
59
57.02
51.98
51.08
48.02
48.02
48.02
48.02
48.02
48.02
57.02
53.96
59
60.98
60.98
60.08
59
57.02
53.96
55.04
57.02
57.92
59
57.02
55.94
55.94
55.04
55.04
53.96
53.96
53.96
53.06
53.06
53.06
53.06
53.96
53.96
53.06
51.98
53.96
53.96
53.06
51.98
51.98
53.06
51.98
53.06
51.98
51.98
51.08
51.08
51.08
51.08
51.08
51.08
51.08
51.08
51.98
51.98
53.96
55.94
57.02
57.92
62.06
60.98
62.96
62.06
60.98
60.98
60.08
57.92
57.02
55.94
55.94
55.04
53.96
55.04
53.96
53.06
51.98
51.98
51.98
51.98
51.98
53.06
55.04
60.08
60.08
60.98
62.96
64.94
66.02
66.02
66.02
64.04
60.08
59
55.04
53.96
53.06
50
48.92
46.94
46.94
46.04
46.04
51.98
60.08
62.06
64.94
68
69.98
71.96
73.04
71.96
71.06
69.98
66.02
62.06
60.08
59
57.02
57.02
55.94
55.94
53.96
53.06
51.98
51.98
51.98
51.08
51.98
51.98
53.06
53.06
53.06
53.96
55.94
57.92
57.02
55.04
55.04
55.04
55.04
53.96
53.06
51.98
51.98
48.92
46.04
42.98
39.92
39.02
39.02
42.08
48.02
55.04
57.02
59
60.98
62.96
62.06
64.04
64.04
64.04
64.94
64.04
60.08
57.02
53.06
48.92
46.04
44.96
44.06
46.04
46.94
51.98
51.98
53.06
55.04
57.02
59
57.02
55.94
51.98
53.06
53.06
53.96
55.04
55.04
53.06
51.98
53.06
55.04
57.92
57.92
57.92
57.92
53.96
53.96
50
50
51.08
53.06
53.96
57.02
57.92
57.92
60.98
60.98
62.96
64.04
66.02
64.94
62.96
59
57.92
57.02
55.04
53.96
51.98
48.02
48.02
46.94
44.96
44.96
46.94
53.06
57.92
59
64.04
62.96
64.04
66.92
66.92
64.94
64.04
62.06
62.06
59
55.94
55.04
55.04
55.04
53.06
53.06
51.08
51.08
51.98
50
51.08
55.04
55.94
59
62.06
62.96
62.96
64.94
64.94
64.94
64.94
66.02
64.94
62.96
55.94
53.96
50
48.92
48.02
46.94
46.94
48.02
53.06
48.92
48.92
50
53.96
57.92
62.06
64.04
69.98
73.94
75.02
73.94
69.08
75.02
73.04
66.92
64.04
66.02
64.04
62.96
62.06
60.08
55.94
55.94
55.04
53.06
53.96
53.96
57.02
59
59
62.06
62.06
64.04
62.06
62.96
62.96
59
57.02
57.02
53.96
51.08
48.92
46.94
44.96
44.06
44.06
44.96
44.96
44.96
51.08
57.02
62.06
64.04
68
69.98
73.04
73.04
73.04
75.02
75.02
75.02
73.94
69.98
71.06
69.98
69.98
69.98
68
66.92
66.02
66.02
66.02
64.94
64.94
62.96
64.04
64.94
66.02
66.92
62.96
59
57.92
57.92
57.92
57.92
59
57.92
57.02
53.96
53.06
53.06
53.06
51.98
53.06
53.06
51.98
51.98
53.06
53.96
57.92
60.08
62.96
64.94
66.02
68
66.92
68
68
66.92
66.02
62.96
60.98
59
57.92
55.94
55.04
55.04
53.96
51.98
53.06
53.96
53.96
53.96
57.02
57.02
55.94
55.94
57.92
60.98
64.94
64.94
64.94
64.94
64.04
62.06
57.92
55.94
57.92
53.96
53.06
51.08
50
48.92
50
50
51.98
53.96
57.02
57.92
59
62.06
60.98
62.06
64.94
64.94
66.92
66.92
66.02
64.04
57.92
55.04
51.98
50
48.92
48.02
44.96
46.04
44.96
46.04
53.96
59
62.96
66.92
69.08
69.08
71.06
73.04
73.04
71.06
69.98
68
66.02
64.94
60.98
57.92
57.02
55.04
55.04
55.04
53.96
53.96
55.04
57.02
57.92
59
59
60.98
62.96
66.92
69.98
73.04
69.08
64.94
69.08
71.06
71.06
69.08
66.92
66.92
64.94
64.04
64.04
62.96
62.06
62.06
62.06
59
59
57.92
57.02
60.08
62.06
64.04
64.94
66.92
71.06
71.96
73.04
73.04
73.04
69.98
64.04
64.04
62.96
60.98
57.92
60.98
60.98
62.06
62.06
62.06
62.96
66.02
69.08
71.96
75.02
78.98
80.96
84.02
86
87.08
87.08
84.92
82.94
80.06
78.08
73.94
70.16
66.2
62.42
58.46
54.68
50.72
46.94
46.94
48.92
53.96
59
62.06
64.04
64.94
66.02
66.92
69.08
69.08
69.98
69.08
69.08
68
62.96
57.92
55.94
53.96
51.08
51.08
50
48.02
48.02
48.02
51.08
53.96
60.98
66.02
68
69.08
71.96
73.94
75.02
75.02
75.02
