"","WeatherDate","DryBulb","HDD","CDD","AVGCLC","AVGDPT","AVGWSP","date"
"1998",2011-07-02,72,0,7,27.1,59.1,5.8,2011-07-02
"1999",2011-07-03,73,0,8,59.6,64.9,10,2011-07-03
"2000",2011-07-04,76,0,11,45.8,61.2,5.2,2011-07-04
"2001",2011-07-05,74,0,9,35.8,61.1,4.5,2011-07-05
"2002",2011-07-06,76,0,11,48.8,63.3,6.7,2011-07-06
"2003",2011-07-07,70,0,5,28.8,55.9,5.7,2011-07-07
"2004",2011-07-08,70,0,5,22.9,57.4,4.2,2011-07-08
"2005",2011-07-09,69,0,4,34.2,56.4,7.8,2011-07-09
"2006",2011-07-10,70,0,5,20.8,56.5,6.6,2011-07-10
"2007",2011-07-11,80,0,15,50,64.8,10,2011-07-11
"2008",2011-07-12,79,0,14,75,67.9,5,2011-07-12
"2009",2011-07-13,70,0,5,57.9,60.5,5.9,2011-07-13
"2010",2011-07-14,68,0,3,38.3,56.5,3.6,2011-07-14
"2011",2011-07-15,70,0,5,26.7,54.7,2.9,2011-07-15
"2012",2011-07-16,71,0,6,8.8,55.8,2.4,2011-07-16
"2013",2011-07-17,75,0,10,33.3,61.5,6.5,2011-07-17
"2014",2011-07-18,74,0,9,53.8,67.7,6,2011-07-18
"2015",2011-07-19,73,0,8,18.3,60.2,3.3,2011-07-19
"2016",2011-07-20,76,0,11,3.8,64.2,6.1,2011-07-20
"2017",2011-07-21,86,0,21,37.1,71.3,12.5,2011-07-21
"2018",2011-07-22,84,0,19,21.3,64.2,6.8,2011-07-22
"2019",2011-07-23,80,0,15,53.3,63.3,5.4,2011-07-23
"2020",2011-07-24,70,0,5,39.6,56.5,7.6,2011-07-24
"2021",2011-07-25,68,0,3,62.5,60.6,5.3,2011-07-25
"2022",2011-07-26,70,0,5,61.7,62.3,9.1,2011-07-26
"2023",2011-07-27,69,0,4,36.3,59.3,4.2,2011-07-27
"2024",2011-07-28,71,0,6,27.1,58.3,3.4,2011-07-28
"2025",2011-07-29,72,0,7,60.4,66.8,4.9,2011-07-29
"2026",2011-07-30,72,0,7,37.9,61.7,4.7,2011-07-30
"2027",2011-07-31,70,0,5,11.3,57.8,2.1,2011-07-31
"2028",2011-08-01,77,0,12,26.7,60,5.9,2011-08-01
"2029",2011-08-02,70,0,5,46.3,59.3,4.5,2011-08-02
"2030",2011-08-03,68,0,3,31.3,59.1,3.4,2011-08-03
"2031",2011-08-04,72,0,7,35,62.3,4.8,2011-08-04
"2032",2011-08-05,74,0,9,20,61.3,2.7,2011-08-05
"2033",2011-08-06,76,0,11,26.3,65.5,8.2,2011-08-06
"2034",2011-08-07,76,0,11,73.3,68.2,3.4,2011-08-07
"2035",2011-08-08,74,0,9,56.3,64.3,7,2011-08-08
"2036",2011-08-09,70,0,5,47.1,62.8,5.8,2011-08-09
"2037",2011-08-10,74,0,9,55.8,63.5,6,2011-08-10
"2038",2011-08-11,69,0,4,64.2,55,7.1,2011-08-11
"2039",2011-08-12,70,0,5,45.8,56.5,3.3,2011-08-12
"2040",2011-08-13,70,0,5,25.8,57.4,6.1,2011-08-13
"2041",2011-08-14,74,0,9,47.5,63.2,8.2,2011-08-14
"2042",2011-08-15,66,0,1,95.8,63.1,3.9,2011-08-15
"2043",2011-08-16,70,0,5,61.3,61.2,3.5,2011-08-16
"2044",2011-08-17,68,0,3,15.4,58,2.6,2011-08-17
"2045",2011-08-18,72,0,7,36.3,62.5,6.3,2011-08-18
"2046",2011-08-19,75,0,10,20.4,64.7,6.8,2011-08-19
"2047",2011-08-20,72,0,7,21.3,60.8,5,2011-08-20
"2048",2011-08-21,72,0,7,57.1,64.1,6,2011-08-21
"2049",2011-08-22,68,0,3,47.5,52.8,9.8,2011-08-22
"2050",2011-08-23,66,0,1,53.8,51.9,5.2,2011-08-23
"2051",2011-08-24,72,0,7,25,54.8,13.2,2011-08-24
"2052",2011-08-25,74,0,9,56.7,64.8,14,2011-08-25
"2053",2011-08-26,70,0,5,45.8,60,4.8,2011-08-26
"2054",2011-08-27,72,0,7,30.4,61.5,2.2,2011-08-27
"2055",2011-08-28,62,3,0,88.8,61,14.9,2011-08-28
"2056",2011-08-29,64,1,0,37.9,50.2,7,2011-08-29
"2057",2011-08-30,66,0,1,51.7,56.3,5.4,2011-08-30
"2058",2011-08-31,69,0,4,35.8,57.7,3.3,2011-08-31
"2059",2011-09-01,69,0,4,52.1,59.9,4.6,2011-09-01
"2060",2011-09-02,72,0,7,23.8,59.9,10.8,2011-09-02
"2061",2011-09-03,76,0,11,53.8,65.9,9,2011-09-03
"2062",2011-09-04,79,0,14,34.2,70.7,11,2011-09-04
"2063",2011-09-05,68,0,3,93.8,65.4,7.5,2011-09-05
"2064",2011-09-06,63,2,0,60,56.7,5.9,2011-09-06
"2065",2011-09-07,60,5,0,82.1,58.3,3.6,2011-09-07
"2066",2011-09-08,64,1,0,80.8,60,4,2011-09-08
"2067",2011-09-09,69,0,4,45.8,58.5,1.9,2011-09-09
"2068",2011-09-10,58,7,0,8.8,48.8,5.8,2011-09-10
"2069",2011-09-11,60,5,0,25.4,52.8,6.8,2011-09-11
"2070",2011-09-12,71,0,6,27.5,61.3,8.8,2011-09-12
"2071",2011-09-13,71,0,6,36.7,62.7,11.3,2011-09-13
"2072",2011-09-14,66,0,1,43.8,56.3,4.9,2011-09-14
"2073",2011-09-15,55,10,0,85.8,49.8,5.9,2011-09-15
"2074",2011-09-16,50,15,0,45,37.5,8.6,2011-09-16
"2075",2011-09-17,50,15,0,8.8,40.4,1.5,2011-09-17
"2076",2011-09-18,56,9,0,11.3,44.6,3.3,2011-09-18
"2077",2011-09-19,55,10,0,3.8,44.5,5.8,2011-09-19
"2078",2011-09-20,60,5,0,80.8,54.4,10.2,2011-09-20
"2079",2011-09-21,64,1,0,58.8,56,6,2011-09-21
"2080",2011-09-22,70,0,5,64.2,64.6,7.1,2011-09-22
"2081",2011-09-23,66,0,1,47.1,61,1.3,2011-09-23
"2082",2011-09-24,68,0,3,98.8,65.9,1.1,2011-09-24
"2083",2011-09-25,69,0,4,40.8,60.5,2.5,2011-09-25
"2084",2011-09-26,66,0,1,0,55.5,2.3,2011-09-26
"2085",2011-09-27,66,0,1,21.3,56.8,2.7,2011-09-27
"2086",2011-09-28,70,0,5,72.1,58.8,7.9,2011-09-28
"2087",2011-09-29,64,1,0,86.3,59.6,5.2,2011-09-29
"2088",2011-09-30,63,2,0,41.7,54,9.8,2011-09-30
"2089",2011-10-01,52,13,0,97.5,44.5,12.7,2011-10-01
"2090",2011-10-02,50,15,0,98.8,48,7,2011-10-02
"2091",2011-10-03,54,11,0,92.5,52.7,1.7,2011-10-03
"2092",2011-10-04,56,9,0,93.8,53,6.8,2011-10-04
"2093",2011-10-05,48,17,0,51.3,41.7,7.4,2011-10-05
"2094",2011-10-06,44,21,0,1.3,32.9,4.5,2011-10-06
"2095",2011-10-07,50,15,0,12.1,38.5,3,2011-10-07
"2096",2011-10-08,58,7,0,0,48.4,4,2011-10-08
"2097",2011-10-09,63,2,0,1.3,52.4,3,2011-10-09
"2098",2011-10-10,63,2,0,13.8,52.1,2.6,2011-10-10
"2099",2011-10-11,56,9,0,3.8,44.5,1.8,2011-10-11
"2100",2011-10-12,58,7,0,52.1,45.1,5.8,2011-10-12
"2101",2011-10-13,58,7,0,60,52,4.2,2011-10-13
"2102",2011-10-14,63,2,0,85.4,59,5.5,2011-10-14
"2103",2011-10-15,54,11,0,84.6,46.5,13.5,2011-10-15
"2104",2011-10-16,54,11,0,98.8,40,10.7,2011-10-16
"2105",2011-10-17,50,15,0,77.5,41.7,7.1,2011-10-17
"2106",2011-10-18,52,13,0,75.8,43,5.5,2011-10-18
"2107",2011-10-19,54,11,0,83.8,44.5,4.4,2011-10-19
"2108",2011-10-20,62,3,0,79.6,52.4,9,2011-10-20
"2109",2011-10-21,52,13,0,90.8,43.3,7.5,2011-10-21
"2110",2011-10-22,46,19,0,91.7,42.3,3.8,2011-10-22
"2111",2011-10-23,44,21,0,70.8,37.9,1.1,2011-10-23
"2112",2011-10-24,49,16,0,33.3,40,6.7,2011-10-24
"2113",2011-10-25,44,21,0,57.1,37.5,8.1,2011-10-25
"2114",2011-10-26,43,22,0,76.3,35.6,2.5,2011-10-26
"2115",2011-10-27,39,26,0,95,26.8,8.1,2011-10-27
"2116",2011-10-28,40,25,0,32.9,22.8,6.8,2011-10-28
"2117",2011-10-29,34,31,0,36.3,24.4,3.2,2011-10-29
"2118",2011-10-30,40,25,0,65.4,27.3,8.1,2011-10-30
"2119",2011-10-31,42,23,0,24.6,29.2,7.1,2011-10-31
"2120",2011-11-01,46,19,0,25,32.5,3.1,2011-11-01
"2121",2011-11-02,44,21,0,1.3,32.7,8.5,2011-11-02
"2122",2011-11-03,50,15,0,52.5,37.5,12,2011-11-03
"2123",2011-11-04,36,29,0,63.3,30.4,8,2011-11-04
"2124",2011-11-05,36,29,0,7.9,25,1.3,2011-11-05
"2125",2011-11-06,40,25,0,1.3,22.4,8.4,2011-11-06
"2126",2011-11-07,46,19,0,15,32.1,9.2,2011-11-07
"2127",2011-11-08,50,15,0,47.9,41.2,1.8,2011-11-08
"2128",2011-11-09,55,10,0,14.6,44.1,7,2011-11-09
"2129",2011-11-10,50,15,0,68.3,44.2,11.7,2011-11-10
"2130",2011-11-11,41,24,0,82.5,29.9,9.3,2011-11-11
"2131",2011-11-12,42,23,0,70.8,26.7,10.4,2011-11-12
"2132",2011-11-13,54,11,0,32.1,31.3,13.7,2011-11-13
"2133",2011-11-14,58,7,0,60.4,39.8,16.9,2011-11-14
"2134",2011-11-15,49,16,0,55,42.8,7.7,2011-11-15
"2135",2011-11-16,48,17,0,39.6,43.1,8.6,2011-11-16
"2136",2011-11-17,44,21,0,60,25.7,7,2011-11-17
"2137",2011-11-18,38,27,0,54.6,20.8,9.7,2011-11-18
"2138",2011-11-19,44,21,0,47.9,19.6,18.8,2011-11-19
"2139",2011-11-20,44,21,0,89.6,32.2,15.7,2011-11-20
"2140",2011-11-21,30,35,0,40,19.3,6.9,2011-11-21
"2141",2011-11-22,28,37,0,15,17.5,2.1,2011-11-22
"2142",2011-11-23,32,33,0,100,29.3,6.5,2011-11-23
"2143",2011-11-24,32,33,0,85.8,27.9,3.5,2011-11-24
"2144",2011-11-25,39,26,0,5,33.8,9.8,2011-11-25
"2145",2011-11-26,46,19,0,25,36.3,1.6,2011-11-26
"2146",2011-11-27,46,19,0,41.3,36.3,6.9,2011-11-27
"2147",2011-11-28,50,15,0,82.5,44.5,9.9,2011-11-28
"2148",2011-11-29,54,11,0,78.8,48,6.9,2011-11-29
"2149",2011-11-30,48,17,0,77.1,39.7,13.5,2011-11-30
"2150",2011-12-01,32,33,0,28.3,20.9,6.7,2011-12-01
"2151",2011-12-02,32,33,0,82.5,26,5.4,2011-12-02
"2152",2011-12-03,32,33,0,35.8,21.7,7.4,2011-12-03
"2153",2011-12-04,44,21,0,8.8,28.5,18.9,2011-12-04
"2154",2011-12-05,49,16,0,88.8,39,11.4,2011-12-05
"2155",2011-12-06,40,25,0,100,36.9,6.8,2011-12-06
"2156",2011-12-07,35,30,0,100,32.3,4.9,2011-12-07
"2157",2011-12-08,32,33,0,59.6,22.8,10.3,2011-12-08
"2158",2011-12-09,35,30,0,95,25.5,12.1,2011-12-09
"2159",2011-12-10,33,32,0,61.7,18,8.2,2011-12-10
"2160",2011-12-11,28,37,0,29.6,16.1,10.3,2011-12-11
"2161",2011-12-12,34,31,0,0,16.6,9.4,2011-12-12
"2162",2011-12-13,28,37,0,61.7,21.2,1.2,2011-12-13
"2163",2011-12-14,38,27,0,79.2,30.9,1.7,2011-12-14
"2164",2011-12-15,46,19,0,94.6,37.8,21.5,2011-12-15
"2165",2011-12-16,41,24,0,83.8,30.6,10.8,2011-12-16
"2166",2011-12-17,22,43,0,77.1,13.3,8.8,2011-12-17
"2167",2011-12-18,14,51,0,25.4,3.5,2.1,2011-12-18
"2168",2011-12-19,30,35,0,82.5,17.2,16.4,2011-12-19
"2169",2011-12-20,27,38,0,40.4,13.5,8.6,2011-12-20
"2170",2011-12-21,33,32,0,86.7,31,11.1,2011-12-21
"2171",2011-12-22,41,24,0,57.5,33,5.4,2011-12-22
"2172",2011-12-23,26,39,0,100,26.3,6.5,2011-12-23
"2173",2011-12-24,12,53,0,45.4,3.2,6.5,2011-12-24
"2174",2011-12-25,22,43,0,82.1,15.3,10.3,2011-12-25
"2175",2011-12-26,31,34,0,56.7,21.8,7.2,2011-12-26
"2176",2011-12-27,36,29,0,56.3,26.9,12.5,2011-12-27
"2177",2011-12-28,28,37,0,89.2,21.4,12.2,2011-12-28
"2178",2011-12-29,16,49,0,6.3,-2.1,9.4,2011-12-29
"2179",2011-12-30,17,48,0,77.9,9.9,1.7,2011-12-30
"2180",2011-12-31,34,31,0,81.7,30.4,4.2,2011-12-31
"2181",2012-01-01,38,27,0,95,32.8,6.9,2012-01-01
"2182",2012-01-02,34,31,0,74.6,24.5,10.6,2012-01-02
"2183",2012-01-03,13,52,0,74.2,-0.1,12.8,2012-01-03
"2184",2012-01-04,11,54,0,81.3,-0.9,9.5,2012-01-04
"2185",2012-01-05,20,45,0,77.9,11.7,8.8,2012-01-05
"2186",2012-01-06,26,39,0,80.4,20.4,5.3,2012-01-06
"2187",2012-01-07,33,32,0,66.3,27.9,1.5,2012-01-07
"2188",2012-01-08,27,38,0,69.2,17.4,9.1,2012-01-08
"2189",2012-01-09,25,40,0,76.7,15.7,8,2012-01-09
"2190",2012-01-10,32,33,0,92.5,19.4,11.8,2012-01-10
"2191",2012-01-11,18,47,0,70.8,10.3,3.9,2012-01-11
"2192",2012-01-12,27,38,0,84.6,25.3,4.5,2012-01-12
"2193",2012-01-13,32,33,0,96.3,27.5,8.8,2012-01-13
"2194",2012-01-14,14,51,0,82.5,0.7,11.3,2012-01-14
"2195",2012-01-15,1,64,0,55.8,-7.6,6.4,2012-01-15
"2196",2012-01-16,10,55,0,22.9,-2.8,9.5,2012-01-16
"2197",2012-01-17,36,29,0,98.8,27.8,14.3,2012-01-17
"2198",2012-01-18,27,38,0,47.5,10,14.2,2012-01-18
"2199",2012-01-19,16,49,0,30,5.1,9,2012-01-19
"2200",2012-01-20,16,49,0,43.3,4.4,9.8,2012-01-20
"2201",2012-01-21,12,53,0,60.4,2.1,2.5,2012-01-21
"2202",2012-01-22,14,51,0,17.1,2.8,5.5,2012-01-22
"2203",2012-01-23,36,29,0,95,26.9,11.6,2012-01-23
"2204",2012-01-24,42,23,0,92.1,32.8,7.5,2012-01-24
"2205",2012-01-25,32,33,0,73.8,19.7,8.4,2012-01-25
"2206",2012-01-26,28,37,0,58.8,19.6,2.2,2012-01-26
"2207",2012-01-27,36,29,0,97.5,31.5,7.4,2012-01-27
"2208",2012-01-28,36,29,0,65,25.5,9.3,2012-01-28
"2209",2012-01-29,34,31,0,58.8,19,10.3,2012-01-29
"2210",2012-01-30,26,39,0,67.1,13.5,7.3,2012-01-30
"2211",2012-01-31,28,37,0,100,21,3.6,2012-01-31
"2212",2012-02-01,40,25,0,98.8,33.2,7,2012-02-01
"2213",2012-02-02,26,39,0,87.1,17.5,8.4,2012-02-02
"2214",2012-02-03,24,41,0,82.5,15,3.5,2012-02-03
"2215",2012-02-04,22,43,0,44.2,13.4,6.6,2012-02-04
"2216",2012-02-05,19,46,0,42.1,9.8,2.5,2012-02-05
"2217",2012-02-06,38,27,0,50.4,21.8,10.1,2012-02-06
"2218",2012-02-07,30,35,0,54.2,16.6,9.8,2012-02-07
"2219",2012-02-08,22,43,0,1.3,8.2,5.8,2012-02-08
"2220",2012-02-09,31,34,0,2.5,15.4,2.3,2012-02-09
"2221",2012-02-10,33,32,0,25,17.1,5.8,2012-02-10
"2222",2012-02-11,20,45,0,66.3,8.8,8.9,2012-02-11
"2223",2012-02-12,10,55,0,77.1,-3.5,8.9,2012-02-12
"2224",2012-02-13,24,41,0,70.8,10,4.9,2012-02-13
"2225",2012-02-14,32,33,0,58.3,17.9,9.2,2012-02-14
"2226",2012-02-15,36,29,0,97.5,29.4,2.3,2012-02-15
"2227",2012-02-16,38,27,0,89.2,29,6.7,2012-02-16
"2228",2012-02-17,40,25,0,85.4,26.9,10,2012-02-17
"2229",2012-02-18,34,31,0,81.3,20.6,6.5,2012-02-18
"2230",2012-02-19,30,35,0,52.5,16,5.9,2012-02-19
"2231",2012-02-20,24,41,0,30,11.8,4.5,2012-02-20
"2232",2012-02-21,28,37,0,27.5,15.6,8,2012-02-21
"2233",2012-02-22,42,23,0,80,29.7,12.2,2012-02-22
"2234",2012-02-23,34,31,0,67.5,29.4,5.5,2012-02-23
"2235",2012-02-24,32,33,0,63.8,26.8,3.7,2012-02-24
"2236",2012-02-25,29,36,0,97.5,19.4,13.3,2012-02-25
"2237",2012-02-26,22,43,0,20.8,3.7,8.3,2012-02-26
"2238",2012-02-27,28,37,0,67.1,15.9,9.3,2012-02-27
"2239",2012-02-28,28,37,0,45.4,16.1,8.5,2012-02-28
"2240",2012-02-29,25,40,0,62.9,15.5,4.4,2012-02-29
"2241",2012-03-01,31,34,0,100,24.8,7.5,2012-03-01
"2242",2012-03-02,34,31,0,93.8,23.7,10.7,2012-03-02
"2243",2012-03-03,42,23,0,76.7,27.6,13.3,2012-03-03
"2244",2012-03-04,28,37,0,92.5,20.3,8.7,2012-03-04
"2245",2012-03-05,16,49,0,62.5,2.6,8.3,2012-03-05
"2246",2012-03-06,20,45,0,5.4,4.1,4.7,2012-03-06
"2247",2012-03-07,45,20,0,31.3,20.7,17.2,2012-03-07
"2248",2012-03-08,52,13,0,58.8,38,19.3,2012-03-08
"2249",2012-03-09,35,30,0,70,18.5,8.5,2012-03-09
"2250",2012-03-10,28,37,0,57.9,18.3,5.7,2012-03-10
"2251",2012-03-11,43,22,0,9.6,20.6,11.6,2012-03-11
"2252",2012-03-12,48,17,0,15,30.1,1.5,2012-03-12
"2253",2012-03-13,57,8,0,74.2,38.6,9,2012-03-13
"2254",2012-03-14,46,19,0,82.5,36.1,5.1,2012-03-14
"2255",2012-03-15,46,19,0,73.3,34.7,3.8,2012-03-15
"2256",2012-03-16,45,20,0,100,40.6,9.9,2012-03-16
"2257",2012-03-17,50,15,0,48.3,38,3.6,2012-03-17
"2258",2012-03-18,64,1,0,8.3,43.6,10.8,2012-03-18
"2259",2012-03-19,64,1,0,35.8,49.3,4.8,2012-03-19
"2260",2012-03-20,64,1,0,15,50,2.2,2012-03-20
"2261",2012-03-21,66,0,1,10,48.7,5.8,2012-03-21
"2262",2012-03-22,70,0,5,24.6,52.8,8.8,2012-03-22
"2263",2012-03-23,58,7,0,16.7,33.8,7.8,2012-03-23
"2264",2012-03-24,43,22,0,75,23.7,5.8,2012-03-24
"2265",2012-03-25,44,21,0,100,38.9,7.7,2012-03-25
"2266",2012-03-26,38,27,0,59.6,14.8,20,2012-03-26
"2267",2012-03-27,30,35,0,5.4,1.2,10.5,2012-03-27
"2268",2012-03-28,42,23,0,96.3,24.3,10.6,2012-03-28
"2269",2012-03-29,36,29,0,100,29.6,9.3,2012-03-29
"2270",2012-03-30,34,31,0,28.3,15.1,10,2012-03-30
"2271",2012-03-31,39,26,0,42.5,19.9,3.8,2012-03-31
"2272",2012-04-01,37,28,0,60.8,24,2,2012-04-01
"2273",2012-04-02,41,24,0,52.9,22,11,2012-04-02
"2274",2012-04-03,40,25,0,17.1,14.8,6.9,2012-04-03
"2275",2012-04-04,44,21,0,80,27.6,8.6,2012-04-04
"2276",2012-04-05,39,26,0,93.8,23.2,12.3,2012-04-05
"2277",2012-04-06,42,23,0,61.7,17.1,11,2012-04-06
"2278",2012-04-07,39,26,0,86.7,20,7.2,2012-04-07
"2279",2012-04-08,46,19,0,90.4,25.4,5.8,2012-04-08
"2280",2012-04-09,44,21,0,84.2,33,9,2012-04-09
"2281",2012-04-10,44,21,0,90,36,5.6,2012-04-10
"2282",2012-04-11,46,19,0,78.8,35,4.5,2012-04-11
"2283",2012-04-12,47,18,0,61.7,32.1,7.3,2012-04-12
"2284",2012-04-13,47,18,0,10,25.8,4,2012-04-13
"2285",2012-04-14,51,14,0,23.8,24.7,4.7,2012-04-14
"2286",2012-04-15,64,1,0,67.9,43.2,9.3,2012-04-15
"2287",2012-04-16,74,0,9,44.2,53.5,12.8,2012-04-16
"2288",2012-04-17,58,7,0,40,34.3,10.4,2012-04-17
"2289",2012-04-18,46,19,0,10.8,24.8,7,2012-04-18
"2290",2012-04-19,52,13,0,17.5,31.7,6.6,2012-04-19
"2291",2012-04-20,56,9,0,32.5,40.8,5,2012-04-20
"2292",2012-04-21,50,15,0,70.8,42.7,12.5,2012-04-21
"2293",2012-04-22,38,27,0,100,33.3,11.5,2012-04-22
"2294",2012-04-23,46,19,0,84.6,40.5,9.5,2012-04-23
"2295",2012-04-24,46,19,0,77.5,34.8,15,2012-04-24
"2296",2012-04-25,46,19,0,80.8,33.5,7.8,2012-04-25
"2297",2012-04-26,47,18,0,77.9,35.6,6.3,2012-04-26
"2298",2012-04-27,40,25,0,95,27.7,13.5,2012-04-27
"2299",2012-04-28,40,25,0,41.7,17,10.7,2012-04-28
"2300",2012-04-29,39,26,0,13.8,15.9,9,2012-04-29
"2301",2012-04-30,43,22,0,12.5,24.3,2.5,2012-04-30
"2302",2012-05-01,50,15,0,100,42.4,6.3,2012-05-01
"2303",2012-05-02,55,10,0,89.6,44.6,7.2,2012-05-02
"2304",2012-05-03,57,8,0,92.5,49.4,8.5,2012-05-03
"2305",2012-05-04,62,3,0,91.7,55.9,6.8,2012-05-04
"2306",2012-05-05,51,14,0,52.5,39.1,10.5,2012-05-05
"2307",2012-05-06,50,15,0,7.5,32.7,5.5,2012-05-06
"2308",2012-05-07,54,11,0,2.5,31.3,4,2012-05-07
"2309",2012-05-08,58,7,0,100,50.6,13,2012-05-08
"2310",2012-05-09,63,2,0,87.1,55.7,4.7,2012-05-09
"2311",2012-05-10,51,14,0,90.4,45.2,6.5,2012-05-10
"2312",2012-05-11,55,10,0,47.1,33.4,9.8,2012-05-11
"2313",2012-05-12,58,7,0,27.5,37.9,4.3,2012-05-12
"2314",2012-05-13,62,3,0,86.3,52.1,3.2,2012-05-13
"2315",2012-05-14,64,1,0,63.8,52.3,6.8,2012-05-14
"2316",2012-05-15,62,3,0,89.6,58.4,8.1,2012-05-15
"2317",2012-05-16,68,0,3,43.3,56.2,9,2012-05-16
"2318",2012-05-17,56,9,0,18.8,35,8.1,2012-05-17
"2319",2012-05-18,57,8,0,2.5,37.9,4.8,2012-05-18
"2320",2012-05-19,65,0,0,0,45.7,2.4,2012-05-19
"2321",2012-05-20,71,0,6,1.3,52.8,3.7,2012-05-20
"2322",2012-05-21,71,0,6,20.8,52.9,6.8,2012-05-21
"2323",2012-05-22,70,0,5,77.9,61.8,4.8,2012-05-22
"2324",2012-05-23,66,0,1,64.2,56.9,6.2,2012-05-23
"2325",2012-05-24,70,0,5,26.3,60.3,8.5,2012-05-24
"2326",2012-05-25,74,0,9,55.8,61.9,14.7,2012-05-25
"2327",2012-05-26,72,0,7,32.9,54,6,2012-05-26
"2328",2012-05-27,65,0,0,39.2,47.1,3.3,2012-05-27
"2329",2012-05-28,69,0,4,34.6,53.6,3.4,2012-05-28
"2330",2012-05-29,76,0,11,51.7,65,9.5,2012-05-29
"2331",2012-05-30,72,0,7,57.5,56,4.7,2012-05-30
"2332",2012-05-31,62,3,0,50.4,48.7,6.1,2012-05-31
"2333",2012-06-01,60,5,0,42.1,44.2,4.3,2012-06-01
"2334",2012-06-02,58,7,0,100,49.4,5.4,2012-06-02
"2335",2012-06-03,63,2,0,80,52.1,4.4,2012-06-03
"2336",2012-06-04,54,11,0,83.3,47.9,5.5,2012-06-04
"2337",2012-06-05,58,7,0,64.6,47.5,5.3,2012-06-05
"2338",2012-06-06,60,5,0,45.8,50.5,3,2012-06-06
"2339",2012-06-07,66,0,1,39.2,48.4,3.6,2012-06-07
"2340",2012-06-08,64,1,0,40.8,52.5,6,2012-06-08
"2341",2012-06-09,64,1,0,33.8,50.3,2.8,2012-06-09
"2342",2012-06-10,68,0,3,23.3,53,1.4,2012-06-10
"2343",2012-06-11,74,0,9,14.2,61,10.5,2012-06-11
"2344",2012-06-12,72,0,7,53.8,56.9,15.4,2012-06-12
"2345",2012-06-13,65,0,0,55.8,56,9.6,2012-06-13
"2346",2012-06-14,64,1,0,0,45.7,6,2012-06-14
"2347",2012-06-15,65,0,0,0,49,2.7,2012-06-15
"2348",2012-06-16,70,0,5,15,53.7,5.1,2012-06-16
"2349",2012-06-17,74,0,9,17.9,56.4,10.9,2012-06-17
"2350",2012-06-18,70,0,5,15,54.5,12.4,2012-06-18
"2351",2012-06-19,72,0,7,28.3,60.1,13,2012-06-19
"2352",2012-06-20,84,0,19,31.3,66.6,6.5,2012-06-20
"2353",2012-06-21,85,0,20,33.8,63.8,6,2012-06-21
"2354",2012-06-22,77,0,12,46.7,60.8,6.1,2012-06-22
"2355",2012-06-23,70,0,5,28.3,55.7,5.4,2012-06-23
"2356",2012-06-24,69,0,4,37.9,52,3.9,2012-06-24
"2357",2012-06-25,65,0,0,82.1,56,5.2,2012-06-25
"2358",2012-06-26,59,6,0,100,54.2,6.9,2012-06-26
"2359",2012-06-27,64,1,0,98.8,55.8,7.3,2012-06-27
"2360",2012-06-28,72,0,7,50.8,57.5,3.5,2012-06-28
"2361",2012-06-29,78,0,13,31.7,59.5,7.7,2012-06-29
"2362",2012-06-30,78,0,13,28.8,54.1,7,2012-06-30
"2363",2012-07-01,74,0,9,36.7,59.5,5.7,2012-07-01
"2364",2012-07-02,72,0,7,37.1,57.8,3.4,2012-07-02
"2365",2012-07-03,72,0,7,19.6,55.1,3.3,2012-07-03
"2366",2012-07-04,78,0,13,58.3,65.2,5.6,2012-07-04
"2367",2012-07-05,72,0,7,56.3,60.8,6,2012-07-05
"2368",2012-07-06,74,0,9,11.7,62.1,5.4,2012-07-06
"2369",2012-07-07,78,0,13,57.9,63.7,4.4,2012-07-07
"2370",2012-07-08,71,0,6,35.4,52.4,9,2012-07-08
"2371",2012-07-09,65,0,0,13.8,48.1,5.6,2012-07-09
"2372",2012-07-10,66,0,1,20.8,51.5,3.5,2012-07-10
"2373",2012-07-11,68,0,3,12.5,53.9,2.3,2012-07-11
"2374",2012-07-12,75,0,10,10,55,3.3,2012-07-12
"2375",2012-07-13,76,0,11,0,57,2.8,2012-07-13
"2376",2012-07-14,78,0,13,11.7,62.4,4.5,2012-07-14
"2377",2012-07-15,78,0,13,38.3,65.6,5.7,2012-07-15
"2378",2012-07-16,78,0,13,46.7,67,4,2012-07-16
"2379",2012-07-17,82,0,17,59.6,67.6,7.4,2012-07-17
"2380",2012-07-18,72,0,7,31.7,59,5.4,2012-07-18
"2381",2012-07-19,65,0,0,19.6,50.9,5,2012-07-19
"2382",2012-07-20,66,0,1,11.3,50.6,3.7,2012-07-20
"2383",2012-07-21,69,0,4,25.4,53.9,4.8,2012-07-21
"2384",2012-07-22,78,0,13,52.5,58.9,8.5,2012-07-22
"2385",2012-07-23,80,0,15,48.3,64.4,11,2012-07-23
"2386",2012-07-24,75,0,10,61.3,61.2,12.4,2012-07-24
"2387",2012-07-25,70,0,5,19.2,53.6,7.3,2012-07-25
"2388",2012-07-26,68,0,3,98.8,61,3.7,2012-07-26
"2389",2012-07-27,74,0,9,65.8,62.5,5.3,2012-07-27
"2390",2012-07-28,71,0,6,36.7,59.9,3.8,2012-07-28
"2391",2012-07-29,72,0,7,30,60.3,4.2,2012-07-29
"2392",2012-07-30,74,0,9,23.3,60.4,5.7,2012-07-30
"2393",2012-07-31,77,0,12,25.4,60.3,11.4,2012-07-31
