"","WeatherDate","DryBulb","HDD","CDD","AVGCLC","AVGDPT","AVGWSP","date"
"1",2006-01-01,20,45,0,100,15.8,2,2006-01-01
"2",2006-01-02,28,37,0,78.4,24.2,1.7,2006-01-02
"3",2006-01-03,18,47,0,67.5,17.8,4,2006-01-03
"4",2006-01-04,23,42,0,77.2,13.7,6.7,2006-01-04
"5",2006-01-05,33,32,0,100,29.8,8,2006-01-05
"6",2006-01-06,24,41,0,100,18.5,7.4,2006-01-06
"7",2006-01-07,14,51,0,47.4,6.8,2.9,2006-01-07
"8",2006-01-08,26,39,0,93.8,20.8,5.4,2006-01-08
"9",2006-01-09,34,31,0,100,27.6,9.4,2006-01-09
"10",2006-01-10,34,31,0,62.3,23.2,6.3,2006-01-10
"11",2006-01-11,40,25,0,94.6,31.9,14.9,2006-01-11
"12",2006-01-12,37,28,0,62.7,34.2,4.8,2006-01-12
"13",2006-01-13,42,23,0,55.3,34,10,2006-01-13
"14",2006-01-14,38,27,0,100,36.8,12.5,2006-01-14
"15",2006-01-15,12,53,0,95.2,-0.6,21.8,2006-01-15
"16",2006-01-16,10,55,0,28.9,-0.2,5.8,2006-01-16
"17",2006-01-17,18,47,0,61.6,8.3,3.3,2006-01-17
"18",2006-01-18,40,25,0,99.8,31.6,14.2,2006-01-18
"19",2006-01-19,34,31,0,70.3,19.1,10,2006-01-19
"20",2006-01-20,44,21,0,97.3,28.9,11.8,2006-01-20
"21",2006-01-21,38,27,0,89.6,29.1,16.2,2006-01-21
"22",2006-01-22,23,42,0,44.2,8.5,6.2,2006-01-22
"23",2006-01-23,29,36,0,91.8,21.9,5,2006-01-23
"24",2006-01-24,30,35,0,85.3,23.5,8.4,2006-01-24
"25",2006-01-25,32,33,0,96.3,27.7,7.5,2006-01-25
"26",2006-01-26,17,48,0,71.4,13.3,9.7,2006-01-26
"27",2006-01-27,16,49,0,22.2,8.3,6.1,2006-01-27
"28",2006-01-28,39,26,0,37.8,23.8,7.7,2006-01-28
"29",2006-01-29,32,33,0,97.1,27,2.3,2006-01-29
"30",2006-01-30,33,32,0,99.8,30.7,3,2006-01-30
"31",2006-01-31,34,31,0,95.6,31.7,5,2006-01-31
"32",2006-02-01,30,35,0,99.3,26.4,3.2,2006-02-01
"33",2006-02-02,36,29,0,72.5,26.9,5.7,2006-02-02
"34",2006-02-03,42,23,0,98.5,35.7,9.6,2006-02-03
"35",2006-02-04,39,26,0,71,31.4,3.8,2006-02-04
"36",2006-02-05,40,25,0,99,33.6,9,2006-02-05
"37",2006-02-06,29,36,0,96.2,17.3,12.8,2006-02-06
"38",2006-02-07,22,43,0,87.5,7.6,10.1,2006-02-07
"39",2006-02-08,17,48,0,82.9,8,6.3,2006-02-08
"40",2006-02-09,15,50,0,75.8,5.8,5,2006-02-09
"41",2006-02-10,10,55,0,44.8,-0.5,5.5,2006-02-10
"42",2006-02-11,12,53,0,20.6,0.8,2.2,2006-02-11
"43",2006-02-12,14,51,0,65.3,5.3,7.5,2006-02-12
"44",2006-02-13,17,48,0,68.7,7.9,8.4,2006-02-13
"45",2006-02-14,32,33,0,94.2,20.5,12.6,2006-02-14
"46",2006-02-15,46,19,0,67.3,25,12.4,2006-02-15
"47",2006-02-16,32,33,0,88.4,21.4,7.7,2006-02-16
"48",2006-02-17,35,30,0,82.3,19.5,18,2006-02-17
"49",2006-02-18,9,56,0,58.8,-5.5,12.4,2006-02-18
"50",2006-02-19,15,50,0,79.4,1.2,11.7,2006-02-19
"51",2006-02-20,22,43,0,72.6,8,10.4,2006-02-20
"52",2006-02-21,26,39,0,70.3,15.3,8.6,2006-02-21
"53",2006-02-22,28,37,0,51.6,16.8,6.5,2006-02-22
"54",2006-02-23,35,30,0,78.8,25.3,7.5,2006-02-23
"55",2006-02-24,24,41,0,64.4,11.3,13.6,2006-02-24
"56",2006-02-25,11,54,0,87.5,5.2,7,2006-02-25
"57",2006-02-26,6,59,0,74.6,-1.7,12.3,2006-02-26
"58",2006-02-27,10,55,0,37.9,-7.6,14.5,2006-02-27
"59",2006-02-28,16,49,0,51.4,-5,13.3,2006-02-28
"60",2006-03-01,14,51,0,56,1.3,6.6,2006-03-01
"61",2006-03-02,26,39,0,82.5,10.5,9.4,2006-03-02
"62",2006-03-03,16,49,0,86.5,5.1,15.6,2006-03-03
"63",2006-03-04,22,43,0,97.3,15.8,8.1,2006-03-04
"64",2006-03-05,26,39,0,49.6,11.4,6.9,2006-03-05
"65",2006-03-06,26,39,0,40.8,12.4,5,2006-03-06
"66",2006-03-07,20,45,0,23.8,11.2,4.8,2006-03-07
"67",2006-03-08,21,44,0,51.4,11.1,1.6,2006-03-08
"68",2006-03-09,37,28,0,99.8,26.8,6.8,2006-03-09
"69",2006-03-10,48,17,0,94,38.9,12.9,2006-03-10
"70",2006-03-11,41,24,0,58.8,27.1,5.3,2006-03-11
"71",2006-03-12,40,25,0,68.7,32.9,6.9,2006-03-12
"72",2006-03-13,45,20,0,100,40.2,3.5,2006-03-13
"73",2006-03-14,42,23,0,89,30.1,14.5,2006-03-14
"74",2006-03-15,28,37,0,100,15.1,13.5,2006-03-15
"75",2006-03-16,26,39,0,88.8,13.8,11,2006-03-16
"76",2006-03-17,23,42,0,63.1,7.4,12.6,2006-03-17
"77",2006-03-18,22,43,0,92.1,8,9.3,2006-03-18
"78",2006-03-19,22,43,0,97.5,12.4,8.3,2006-03-19
"79",2006-03-20,21,44,0,79.4,8.5,12.4,2006-03-20
"80",2006-03-21,30,35,0,82.3,13.9,7,2006-03-21
"81",2006-03-22,33,32,0,99.6,19.7,5,2006-03-22
"82",2006-03-23,40,25,0,89.4,25.2,2.3,2006-03-23
"83",2006-03-24,40,25,0,92.1,31.5,2.9,2006-03-24
"84",2006-03-25,40,25,0,97.6,31.3,2.5,2006-03-25
"85",2006-03-26,35,30,0,72.6,25.3,5.1,2006-03-26
"86",2006-03-27,36,29,0,24.2,20,5.9,2006-03-27
"87",2006-03-28,40,25,0,20,20.3,2.8,2006-03-28
"88",2006-03-29,44,21,0,30,20.1,3.1,2006-03-29
"89",2006-03-30,47,18,0,36,23.6,2.6,2006-03-30
"90",2006-03-31,54,11,0,32.4,32.2,9.7,2006-03-31
"91",2006-04-01,54,11,0,94.6,43.9,12.2,2006-04-01
"92",2006-04-02,44,21,0,40.4,23.8,10.7,2006-04-02
"93",2006-04-03,44,21,0,72.3,24.8,7.2,2006-04-03
"94",2006-04-04,36,29,0,97.4,33.3,4.2,2006-04-04
"95",2006-04-05,36,29,0,70.2,24.5,4.3,2006-04-05
"96",2006-04-06,40,25,0,96,28.9,4.6,2006-04-06
"97",2006-04-07,44,21,0,90.5,34,9,2006-04-07
"98",2006-04-08,32,33,0,48.6,20.1,9.5,2006-04-08
"99",2006-04-09,36,29,0,18.8,23,4.3,2006-04-09
"100",2006-04-10,44,21,0,16.3,24.3,3.6,2006-04-10
"101",2006-04-11,48,17,0,36.2,28.8,4.1,2006-04-11
"102",2006-04-12,57,8,0,65,35.7,12,2006-04-12
"103",2006-04-13,54,11,0,85.3,41.5,11.9,2006-04-13
"104",2006-04-14,52,13,0,42.8,38.9,3.4,2006-04-14
"105",2006-04-15,54,11,0,91.3,45.8,11,2006-04-15
"106",2006-04-16,46,19,0,97.5,33.3,11.6,2006-04-16
"107",2006-04-17,44,21,0,92.5,35,10.7,2006-04-17
"108",2006-04-18,53,12,0,39.5,37.4,11.6,2006-04-18
"109",2006-04-19,58,7,0,20,33.4,12.3,2006-04-19
"110",2006-04-20,57,8,0,20,29,9.3,2006-04-20
"111",2006-04-21,54,11,0,40.8,33.1,4.7,2006-04-21
"112",2006-04-22,48,17,0,90.5,27.5,8.2,2006-04-22
"113",2006-04-23,45,20,0,100,36.6,8.2,2006-04-23
"114",2006-04-24,48,17,0,92.4,40.3,5.8,2006-04-24
"115",2006-04-25,44,21,0,82.9,34.7,9.4,2006-04-25
"116",2006-04-26,43,22,0,50.8,25.2,9.6,2006-04-26
"117",2006-04-27,44,21,0,30.2,24.7,6.5,2006-04-27
"118",2006-04-28,40,25,0,19.4,21.1,6.1,2006-04-28
"119",2006-04-29,45,20,0,19.4,22.9,6,2006-04-29
"120",2006-04-30,52,13,0,20.7,28,5.8,2006-04-30
"121",2006-05-01,56,9,0,33.7,26.4,5.7,2006-05-01
"122",2006-05-02,50,15,0,85,39.9,2.8,2006-05-02
"123",2006-05-03,52,13,0,100,49.3,2.6,2006-05-03
"124",2006-05-04,63,2,0,75.3,51.8,4.5,2006-05-04
"125",2006-05-05,64,1,0,36.7,41.2,7.5,2006-05-05
"126",2006-05-06,55,10,0,80.1,40.9,6,2006-05-06
"127",2006-05-07,47,18,0,22.1,26.5,5.4,2006-05-07
"128",2006-05-08,54,11,0,24.5,33.6,3.2,2006-05-08
"129",2006-05-09,60,5,0,82.1,39.2,4,2006-05-09
"130",2006-05-10,64,1,0,60.4,47,4.7,2006-05-10
"131",2006-05-11,64,1,0,77.8,51.4,11.6,2006-05-11
"132",2006-05-12,58,7,0,94.3,51.8,8.8,2006-05-12
"133",2006-05-13,54,11,0,100,47.5,10.9,2006-05-13
"134",2006-05-14,56,9,0,97.1,48,5.9,2006-05-14
"135",2006-05-15,60,5,0,98.8,48.5,7.5,2006-05-15
"136",2006-05-16,56,9,0,92.6,49.8,4.3,2006-05-16
"137",2006-05-17,55,10,0,99.3,50.8,8.1,2006-05-17
"138",2006-05-18,62,3,0,88.7,53.5,6.4,2006-05-18
"139",2006-05-19,52,13,0,98.9,50.4,7.1,2006-05-19
"140",2006-05-20,54,11,0,100,46,9.5,2006-05-20
"141",2006-05-21,50,15,0,91.9,40.8,9.7,2006-05-21
"142",2006-05-22,46,19,0,95,35.3,11,2006-05-22
"143",2006-05-23,50,15,0,97.9,38.5,7,2006-05-23
"144",2006-05-24,56,9,0,35.4,40.6,4.9,2006-05-24
"145",2006-05-25,62,3,0,29.1,42.5,8.6,2006-05-25
"146",2006-05-26,70,0,5,84.3,55,5.7,2006-05-26
"147",2006-05-27,63,2,0,69.8,57.8,4.3,2006-05-27
"148",2006-05-28,66,0,1,38.8,50.3,2,2006-05-28
"149",2006-05-29,72,0,7,55.3,59.7,1.9,2006-05-29
"150",2006-05-30,72,0,7,44.2,63.8,4.4,2006-05-30
"151",2006-05-31,76,0,11,53.9,64.6,10.4,2006-05-31
"152",2006-06-01,68,0,3,84.6,61.3,6.9,2006-06-01
"153",2006-06-02,66,0,1,76.4,55.4,5.4,2006-06-02
"154",2006-06-03,60,5,0,100,55.9,7.4,2006-06-03
"155",2006-06-04,56,9,0,100,51.2,8,2006-06-04
"156",2006-06-05,64,1,0,50.5,50.2,4.3,2006-06-05
"157",2006-06-06,64,1,0,15.8,52.3,4,2006-06-06
"158",2006-06-07,66,0,1,86.8,55.7,5.5,2006-06-07
"159",2006-06-08,61,4,0,97.1,54.5,8.8,2006-06-08
"160",2006-06-09,58,7,0,99.6,53.8,4.4,2006-06-09
"161",2006-06-10,52,13,0,100,48.9,9.9,2006-06-10
"162",2006-06-11,52,13,0,100,47,5.1,2006-06-11
"163",2006-06-12,63,2,0,72.9,52.6,3.9,2006-06-12
"164",2006-06-13,66,0,1,60.4,55.6,3,2006-06-13
"165",2006-06-14,68,0,3,72.3,55.1,4.6,2006-06-14
"166",2006-06-15,67,0,2,38.5,50,7.8,2006-06-15
"167",2006-06-16,69,0,4,28.9,51.7,4.3,2006-06-16
"168",2006-06-17,67,0,2,69.3,57.2,6.6,2006-06-17
"169",2006-06-18,80,0,15,30.8,64.1,8.4,2006-06-18
"170",2006-06-19,78,0,13,61.1,65.9,9,2006-06-19
"171",2006-06-20,70,0,5,62.2,61.3,7.2,2006-06-20
"172",2006-06-21,65,0,0,26.2,52.2,3.6,2006-06-21
"173",2006-06-22,74,0,9,65.7,60.8,8.7,2006-06-22
"174",2006-06-23,68,0,3,78.6,61.3,5.7,2006-06-23
"175",2006-06-24,70,0,5,32.9,54.9,4,2006-06-24
"176",2006-06-25,70,0,5,50,56.2,4,2006-06-25
"177",2006-06-26,68,0,3,99,63,7.5,2006-06-26
"178",2006-06-27,78,0,13,91.2,64.7,11.4,2006-06-27
"179",2006-06-28,72,0,7,76.7,64,6.1,2006-06-28
"180",2006-06-29,75,0,10,61.3,64,6.5,2006-06-29
"181",2006-06-30,66,0,1,76.5,57.4,4.7,2006-06-30
"182",2006-07-01,68,0,3,56.3,56.5,7.5,2006-07-01
"183",2006-07-02,77,0,12,53.6,60.5,14.2,2006-07-02
"184",2006-07-03,70,0,5,27.8,57.4,5,2006-07-03
"185",2006-07-04,75,0,10,70.2,65,7.8,2006-07-04
"186",2006-07-05,72,0,7,34.6,56.9,5.9,2006-07-05
"187",2006-07-06,65,0,0,47.5,53.5,4.4,2006-07-06
"188",2006-07-07,72,0,7,29.2,56.8,2.7,2006-07-07
"189",2006-07-08,70,0,5,19.3,57.3,5.6,2006-07-08
"190",2006-07-09,74,0,9,36.5,59.8,4,2006-07-09
"191",2006-07-10,76,0,11,32.4,60.7,8.7,2006-07-10
"192",2006-07-11,74,0,9,62.9,62.3,6.2,2006-07-11
"193",2006-07-12,70,0,5,91.5,64.5,3.5,2006-07-12
"194",2006-07-13,75,0,10,36.5,65,7.1,2006-07-13
"195",2006-07-14,78,0,13,15.3,66,4.7,2006-07-14
"196",2006-07-15,77,0,12,77.5,67.7,6,2006-07-15
"197",2006-07-16,79,0,14,34.8,67.5,5.5,2006-07-16
"198",2006-07-17,82,0,17,30,69.3,6.4,2006-07-17
"199",2006-07-18,74,0,9,54,65.3,5.5,2006-07-18
"200",2006-07-19,73,0,8,16,60.6,2.2,2006-07-19
"201",2006-07-20,77,0,12,29.2,60.1,8.8,2006-07-20
"202",2006-07-21,77,0,12,70.9,64.8,5.7,2006-07-21
"203",2006-07-22,68,0,3,92.7,63,7,2006-07-22
"204",2006-07-23,68,0,3,71.3,58.7,6.2,2006-07-23
"205",2006-07-24,70,0,5,38.8,57.1,3.9,2006-07-24
"206",2006-07-25,78,0,13,78.9,63.5,10.6,2006-07-25
"207",2006-07-26,78,0,13,40.2,66.4,7.5,2006-07-26
"208",2006-07-27,82,0,17,39.1,69.2,10.4,2006-07-27
"209",2006-07-28,76,0,11,82.8,69.5,7.4,2006-07-28
"210",2006-07-29,78,0,13,56.5,66.6,8.2,2006-07-29
"211",2006-07-30,68,0,3,33,53.3,6.6,2006-07-30
"212",2006-07-31,70,0,5,58.6,60.5,4.4,2006-07-31
"213",2006-08-01,83,0,18,61.4,72.3,8.7,2006-08-01
"214",2006-08-02,86,0,21,78.7,72,6.9,2006-08-02
"215",2006-08-03,74,0,9,86.3,64.8,6.9,2006-08-03
"216",2006-08-04,76,0,11,38.5,62.8,3.6,2006-08-04
"217",2006-08-05,67,0,2,17.3,53.2,6.7,2006-08-05
"218",2006-08-06,67,0,2,30.3,52.8,6.5,2006-08-06
"219",2006-08-07,78,0,13,65.3,65.5,13.5,2006-08-07
"220",2006-08-08,68,0,3,33.5,56,7.3,2006-08-08
"221",2006-08-09,66,0,1,18.1,52.1,3.6,2006-08-09
"222",2006-08-10,66,0,1,72.8,56,4.3,2006-08-10
"223",2006-08-11,62,3,0,52.3,49.4,5.5,2006-08-11
"224",2006-08-12,60,5,0,44.6,45.4,7.4,2006-08-12
"225",2006-08-13,64,1,0,56,47.9,4.2,2006-08-13
"226",2006-08-14,67,0,2,56.1,53,8.1,2006-08-14
"227",2006-08-15,74,0,9,61.3,55.8,8,2006-08-15
"228",2006-08-16,72,0,7,61.9,56.3,5.2,2006-08-16
"229",2006-08-17,69,0,4,29.1,55.5,2,2006-08-17
"230",2006-08-18,73,0,8,40.7,58.9,7.7,2006-08-18
"231",2006-08-19,71,0,6,86,61,9.5,2006-08-19
"232",2006-08-20,68,0,3,100,63.4,5.5,2006-08-20
"233",2006-08-21,66,0,1,73.9,58.8,5.3,2006-08-21
"234",2006-08-22,68,0,3,53.1,56.6,5.6,2006-08-22
"235",2006-08-23,64,1,0,50.7,50.8,4.3,2006-08-23
"236",2006-08-24,62,3,0,58.8,48.5,3,2006-08-24
"237",2006-08-25,62,3,0,56.5,49.7,6.4,2006-08-25
"238",2006-08-26,62,3,0,32.1,52.1,3.1,2006-08-26
"239",2006-08-27,61,4,0,95.8,53.9,10.5,2006-08-27
"240",2006-08-28,67,0,2,85.8,59.2,4.7,2006-08-28
"241",2006-08-29,66,0,1,69.4,60.2,2.6,2006-08-29
"242",2006-08-30,59,6,0,50.6,49.5,6.5,2006-08-30
"243",2006-08-31,56,9,0,17.3,47.8,3.6,2006-08-31
"244",2006-09-01,62,3,0,47.4,53.5,4.9,2006-09-01
"245",2006-09-02,62,3,0,83.4,49.2,7.4,2006-09-02
"246",2006-09-03,62,3,0,93.5,54.3,6.1,2006-09-03
"247",2006-09-04,64,1,0,99,57.3,3.4,2006-09-04
"248",2006-09-05,66,0,1,99,57.9,3,2006-09-05
"249",2006-09-06,66,0,1,96.7,58,3.6,2006-09-06
"250",2006-09-07,66,0,1,52.9,56.3,3.3,2006-09-07
"251",2006-09-08,66,0,1,17.5,55.8,6.1,2006-09-08
"252",2006-09-09,64,1,0,69.7,55.7,8.9,2006-09-09
"253",2006-09-10,54,11,0,38.3,42.7,5.5,2006-09-10
"254",2006-09-11,53,12,0,19.3,40.8,3.2,2006-09-11
"255",2006-09-12,54,11,0,18.9,43.2,1.9,2006-09-12
"256",2006-09-13,54,11,0,93.3,49.2,6.6,2006-09-13
"257",2006-09-14,62,3,0,98.6,57.1,6.3,2006-09-14
"258",2006-09-15,66,0,1,79.6,60.4,2,2006-09-15
"259",2006-09-16,67,0,2,71.7,59,0.8,2006-09-16
"260",2006-09-17,64,1,0,44.6,58.3,4.3,2006-09-17
"261",2006-09-18,72,0,7,27.9,60.4,10.5,2006-09-18
"262",2006-09-19,64,1,0,76,60.7,9.9,2006-09-19
"263",2006-09-20,57,8,0,57.2,47.3,5.4,2006-09-20
"264",2006-09-21,55,10,0,42.9,37.5,7.2,2006-09-21
"265",2006-09-22,57,8,0,71.5,44.7,4.3,2006-09-22
"266",2006-09-23,60,5,0,89.8,54.7,10.1,2006-09-23
"267",2006-09-24,66,0,1,90.3,55.9,13.6,2006-09-24
"268",2006-09-25,56,9,0,69,41.1,8.5,2006-09-25
"269",2006-09-26,54,11,0,45.4,41.5,7,2006-09-26
"270",2006-09-27,56,9,0,17.5,42.1,8.4,2006-09-27
"271",2006-09-28,66,0,1,45.5,49.1,13,2006-09-28
"272",2006-09-29,55,10,0,94.8,45.2,7.5,2006-09-29
"273",2006-09-30,50,15,0,39.7,38,4.8,2006-09-30
"274",2006-10-01,54,11,0,98.5,48.3,6,2006-10-01
"275",2006-10-02,52,13,0,77.7,48.3,3.2,2006-10-02
"276",2006-10-03,55,10,0,76,49.6,5,2006-10-03
"277",2006-10-04,58,7,0,99.5,55.9,10.1,2006-10-04
"278",2006-10-05,46,19,0,82.8,37.1,10,2006-10-05
"279",2006-10-06,46,19,0,22.8,37,2.4,2006-10-06
"280",2006-10-07,49,16,0,20,37.3,0.8,2006-10-07
"281",2006-10-08,52,13,0,20,37.8,3.8,2006-10-08
"282",2006-10-09,58,7,0,21.4,46.3,3.7,2006-10-09
"283",2006-10-10,50,15,0,78.1,36.6,7,2006-10-10
"284",2006-10-11,54,11,0,95.9,42.8,10.3,2006-10-11
"285",2006-10-12,52,13,0,85.3,48.9,7.7,2006-10-12
"286",2006-10-13,42,23,0,26,27,9.5,2006-10-13
"287",2006-10-14,48,17,0,39.8,28.2,10.1,2006-10-14
"288",2006-10-15,44,21,0,78,31.6,8,2006-10-15
"289",2006-10-16,48,17,0,41.5,32.6,5.9,2006-10-16
"290",2006-10-17,46,19,0,100,38.2,6.3,2006-10-17
"291",2006-10-18,54,11,0,98.8,48.3,5.5,2006-10-18
"292",2006-10-19,58,7,0,88,49.6,9.3,2006-10-19
"293",2006-10-20,45,20,0,100,41.3,11.5,2006-10-20
"294",2006-10-21,38,27,0,75.2,27.9,10.1,2006-10-21
"295",2006-10-22,36,29,0,62.8,30.4,1.6,2006-10-22
"296",2006-10-23,44,21,0,100,39.4,4.4,2006-10-23
"297",2006-10-24,42,23,0,100,36.3,4.1,2006-10-24
"298",2006-10-25,43,22,0,100,35,12.5,2006-10-25
"299",2006-10-26,42,23,0,100,30.5,10,2006-10-26
"300",2006-10-27,42,23,0,65.2,28.8,3.5,2006-10-27
"301",2006-10-28,46,19,0,98.2,39,10,2006-10-28
"302",2006-10-29,42,23,0,98.5,32.4,16.3,2006-10-29
"303",2006-10-30,42,23,0,45,27.8,9.3,2006-10-30
"304",2006-10-31,44,21,0,78.8,37.9,3.6,2006-10-31
"305",2006-11-01,47,18,0,42.6,34.3,4.2,2006-11-01
"306",2006-11-02,40,25,0,70,27,5.7,2006-11-02
"307",2006-11-03,38,27,0,79,22,7.7,2006-11-03
"308",2006-11-04,36,29,0,89.4,24.2,3.4,2006-11-04
"309",2006-11-05,38,27,0,81,26.8,8.2,2006-11-05
"310",2006-11-06,45,20,0,59.2,29.2,4.8,2006-11-06
"311",2006-11-07,44,21,0,80.8,29.8,11.8,2006-11-07
"312",2006-11-08,51,14,0,99,47.3,2.1,2006-11-08
"313",2006-11-09,55,10,0,83,48.3,2.8,2006-11-09
"314",2006-11-10,46,19,0,54.1,35.8,8.4,2006-11-10
"315",2006-11-11,46,19,0,85.9,37,9.1,2006-11-11
"316",2006-11-12,39,26,0,100,36.4,7.8,2006-11-12
"317",2006-11-13,45,20,0,99.8,41.8,2.7,2006-11-13
"318",2006-11-14,48,17,0,98.3,45.9,2.8,2006-11-14
"319",2006-11-15,52,13,0,98.8,47.9,2.8,2006-11-15
"320",2006-11-16,60,5,0,98.8,52.7,6.7,2006-11-16
"321",2006-11-17,56,9,0,81.2,46.3,10.9,2006-11-17
"322",2006-11-18,42,23,0,73,30.3,6,2006-11-18
"323",2006-11-19,36,29,0,100,28.9,7.7,2006-11-19
"324",2006-11-20,33,32,0,100,20.5,9.3,2006-11-20
"325",2006-11-21,32,33,0,50.8,20.4,4.1,2006-11-21
"326",2006-11-22,34,31,0,25.6,24.3,2.6,2006-11-22
"327",2006-11-23,36,29,0,46.2,24.2,1.6,2006-11-23
"328",2006-11-24,34,31,0,18.1,25.6,6.4,2006-11-24
"329",2006-11-25,36,29,0,35.5,23.8,7.4,2006-11-25
"330",2006-11-26,48,17,0,79.7,34.3,6.9,2006-11-26
"331",2006-11-27,46,19,0,94.5,38.1,5.2,2006-11-27
"332",2006-11-28,38,27,0,100,33.8,6.4,2006-11-28
"333",2006-11-29,50,15,0,88,42.9,16.5,2006-11-29
"334",2006-11-30,53,12,0,85,49.8,17.8,2006-11-30
"335",2006-12-01,40,25,0,98.8,35.8,6.9,2006-12-01
"336",2006-12-02,38,27,0,81.4,22.7,14.9,2006-12-02
"337",2006-12-03,34,31,0,73.7,20.8,9.5,2006-12-03
"338",2006-12-04,30,35,0,80.7,16.8,9.9,2006-12-04
"339",2006-12-05,23,42,0,36.9,14.3,2.5,2006-12-05
"340",2006-12-06,30,35,0,97.8,18,18.1,2006-12-06
"341",2006-12-07,30,35,0,91.2,25.1,12.4,2006-12-07
"342",2006-12-08,16,49,0,66.8,5.2,9.6,2006-12-08
"343",2006-12-09,27,38,0,93.8,19.4,13.2,2006-12-09
"344",2006-12-10,38,27,0,53.5,21.4,7.4,2006-12-10
"345",2006-12-11,36,29,0,99.3,32.3,0.9,2006-12-11
"346",2006-12-12,34,31,0,36,27,6.4,2006-12-12
"347",2006-12-13,45,20,0,94,39.5,13.7,2006-12-13
"348",2006-12-14,48,17,0,71.1,37.9,10.9,2006-12-14
"349",2006-12-15,46,19,0,80.5,39.2,10.5,2006-12-15
"350",2006-12-16,38,27,0,90,31.8,6.6,2006-12-16
"351",2006-12-17,40,25,0,82.9,30.3,10.9,2006-12-17
"352",2006-12-18,41,24,0,82.6,28.2,7.6,2006-12-18
"353",2006-12-19,31,34,0,96.7,24.7,4.1,2006-12-19
"354",2006-12-20,31,34,0,28.5,22.1,11.5,2006-12-20
"355",2006-12-21,39,26,0,13.5,22.5,8,2006-12-21
"356",2006-12-22,32,33,0,89.2,23.8,5.9,2006-12-22
"357",2006-12-23,41,24,0,99.6,37.2,6.9,2006-12-23
"358",2006-12-24,41,24,0,70.5,29.6,9.3,2006-12-24
"359",2006-12-25,36,29,0,69.2,27.2,6.8,2006-12-25
"360",2006-12-26,36,29,0,100,32.7,5.8,2006-12-26
"361",2006-12-27,27,38,0,98.8,20,7.5,2006-12-27
"362",2006-12-28,26,39,0,89.4,20.7,4.7,2006-12-28
"363",2006-12-29,15,50,0,50.6,5,5.2,2006-12-29
"364",2006-12-30,23,42,0,88.1,17.4,6,2006-12-30
"365",2006-12-31,22,43,0,64.7,17.2,2.9,2006-12-31
"366",2007-01-01,38,27,0,98.8,33.3,9.7,2007-01-01
"367",2007-01-02,32,33,0,54.6,22.5,10.8,2007-01-02
"368",2007-01-03,38,27,0,41.9,22.5,12,2007-01-03
"369",2007-01-04,44,21,0,60.2,25.1,10.9,2007-01-04
"370",2007-01-05,53,12,0,99.5,42.2,13.7,2007-01-05
"371",2007-01-06,52,13,0,95.4,45.3,8.7,2007-01-06
"372",2007-01-07,40,25,0,79.1,24.7,7.2,2007-01-07
"373",2007-01-08,41,24,0,92.2,32,9.9,2007-01-08
"374",2007-01-09,34,31,0,77.3,20,9.7,2007-01-09
"375",2007-01-10,20,45,0,71.6,8.8,11.2,2007-01-10
"376",2007-01-11,20,45,0,62.3,8.2,12.3,2007-01-11
"377",2007-01-12,38,27,0,99.3,26,14.5,2007-01-12
"378",2007-01-13,30,35,0,67.7,21.8,9.3,2007-01-13
"379",2007-01-14,22,43,0,98.4,16.1,2.7,2007-01-14
"380",2007-01-15,24,41,0,98.5,19.4,5.7,2007-01-15
"381",2007-01-16,10,55,0,90.4,5.2,11.5,2007-01-16
"382",2007-01-17,1,64,0,69.2,-7.3,6.1,2007-01-17
"383",2007-01-18,20,45,0,54.8,12.5,14.2,2007-01-18
"384",2007-01-19,30,35,0,97.4,26,6,2007-01-19
"385",2007-01-20,18,47,0,61.9,2.7,16.4,2007-01-20
"386",2007-01-21,8,57,0,34,-3.8,3.1,2007-01-21
"387",2007-01-22,17,48,0,74.3,5.2,2.8,2007-01-22
"388",2007-01-23,17,48,0,80.1,10.3,5.5,2007-01-23
"389",2007-01-24,16,49,0,52.9,9.5,8.5,2007-01-24
"390",2007-01-25,-1,66,0,47.9,-7.5,7.3,2007-01-25
"391",2007-01-26,-5,70,0,69.9,-11.4,9,2007-01-26
"392",2007-01-27,0,65,0,84.2,-4.8,1.9,2007-01-27
"393",2007-01-28,8,57,0,56.9,2,5.5,2007-01-28
"394",2007-01-29,5,60,0,21.6,-5.7,4.1,2007-01-29
"395",2007-01-30,0,65,0,37.3,-10,2.5,2007-01-30
"396",2007-01-31,12,53,0,70.2,3.8,4.5,2007-01-31
"397",2007-02-01,24,41,0,71.8,11.6,10.3,2007-02-01
"398",2007-02-02,25,40,0,91.5,18.8,4,2007-02-02
"399",2007-02-03,22,43,0,56,7,10.4,2007-02-03
"400",2007-02-04,14,51,0,70.4,-3.5,13.5,2007-02-04
"401",2007-02-05,6,59,0,56.5,-8.8,14.5,2007-02-05
"402",2007-02-06,12,53,0,32.3,-7.3,9.3,2007-02-06
"403",2007-02-07,12,53,0,77.7,-0.8,8.5,2007-02-07
"404",2007-02-08,14,51,0,80.8,3.5,10.4,2007-02-08
"405",2007-02-09,9,56,0,59.6,-1,8.8,2007-02-09
"406",2007-02-10,11,54,0,90,4.3,5.5,2007-02-10
"407",2007-02-11,15,50,0,55.3,4.5,6.2,2007-02-11
"408",2007-02-12,13,52,0,53.7,0.4,11.3,2007-02-12
