"","UTC_START_TIME","LOCATIONID","USAGE"
"555","2016-10-06 04:00:00.0","18594",3.835
"556","2016-10-07 04:00:00.0","18594",4.639
"557","2016-10-08 04:00:00.0","18594",8.124
"558","2016-10-09 04:00:00.0","18594",8.361
"559","2016-10-10 04:00:00.0","18594",10.796
"560","2016-10-11 04:00:00.0","18594",5.034
"561","2016-10-12 04:00:00.0","18594",5.056
"562","2016-10-13 04:00:00.0","18594",3.939
"563","2016-10-14 04:00:00.0","18594",5.707
"564","2016-10-15 04:00:00.0","18594",8.328
"565","2016-10-16 04:00:00.0","18594",9.825
"566","2016-10-17 04:00:00.0","18594",4.158
"567","2016-10-18 04:00:00.0","18594",5.34
"568","2016-10-19 04:00:00.0","18594",5.236
"569","2016-10-20 04:00:00.0","18594",6.694
"570","2016-10-21 04:00:00.0","18594",6.713
"571","2016-10-22 04:00:00.0","18594",13.32
"572","2016-10-23 04:00:00.0","18594",8.352
"573","2016-10-24 04:00:00.0","18594",5.858
"574","2016-10-25 04:00:00.0","18594",7.086
"575","2016-10-26 04:00:00.0","18594",7.004
"576","2016-10-27 04:00:00.0","18594",6.783
"577","2016-10-28 04:00:00.0","18594",6.817
"578","2016-10-29 04:00:00.0","18594",15.238
"579","2016-10-30 04:00:00.0","18594",7.596
"580","2016-10-31 04:00:00.0","18594",7.455
"581","2016-11-01 04:00:00.0","18594",6.304
"582","2016-11-02 04:00:00.0","18594",6.63
"583","2016-11-03 04:00:00.0","18594",5.093
"584","2016-11-04 04:00:00.0","18594",6.731
"585","2016-11-05 04:00:00.0","18594",11.225334
"586","2016-11-06 04:00:00.0","18594",11.855
"587","2016-11-07 05:00:00.0","18594",7.161
"588","2016-11-08 05:00:00.0","18594",6.119
"589","2016-11-09 05:00:00.0","18594",6.944
"590","2016-11-10 05:00:00.0","18594",7.004
"591","2016-11-11 05:00:00.0","18594",8.136
"592","2016-11-12 05:00:00.0","18594",11.365
"593","2016-11-13 05:00:00.0","18594",6.377
"594","2016-11-14 05:00:00.0","18594",6.153
"595","2016-11-15 05:00:00.0","18594",5.205
"596","2016-11-16 05:00:00.0","18594",5.271
"597","2016-11-17 05:00:00.0","18594",6.949
"598","2016-11-18 05:00:00.0","18594",5.169
"599","2016-11-19 05:00:00.0","18594",8.582
"600","2016-11-20 05:00:00.0","18594",8.582
"601","2016-11-21 05:00:00.0","18594",8.189
"602","2016-11-22 05:00:00.0","18594",8.693
"603","2016-11-23 05:00:00.0","18594",5.242
"604","2016-11-24 05:00:00.0","18594",3.774
"605","2016-11-25 05:00:00.0","18594",3.521
"606","2016-11-26 05:00:00.0","18594",3.561
"607","2016-11-27 05:00:00.0","18594",4.888
"608","2016-11-28 05:00:00.0","18594",7.965
"609","2016-11-29 05:00:00.0","18594",6.673
"610","2016-11-30 05:00:00.0","18594",6.463
"611","2016-12-01 05:00:00.0","18594",7.708
"612","2016-12-02 05:00:00.0","18594",7.719
"613","2016-12-03 05:00:00.0","18594",10.219
"614","2016-12-04 05:00:00.0","18594",12.126
"615","2016-12-05 05:00:00.0","18594",6.668
"616","2016-12-06 05:00:00.0","18594",10.073
"617","2016-12-07 05:00:00.0","18594",7.562
"618","2016-12-08 05:00:00.0","18594",8.58
"619","2016-12-09 05:00:00.0","18594",9.128
"620","2016-12-10 05:00:00.0","18594",11.745
"621","2016-12-11 05:00:00.0","18594",10.378
"622","2016-12-12 05:00:00.0","18594",7.985
"623","2016-12-13 05:00:00.0","18594",6.905
"624","2016-12-14 05:00:00.0","18594",7.621
"625","2016-12-15 05:00:00.0","18594",7.405
"626","2016-12-16 05:00:00.0","18594",9.307
"627","2016-12-17 05:00:00.0","18594",12.5
"628","2016-12-18 05:00:00.0","18594",10.735
"629","2016-12-19 05:00:00.0","18594",9.825
"630","2016-12-20 05:00:00.0","18594",8.769
"631","2016-12-21 05:00:00.0","18594",8.173
"632","2016-12-22 05:00:00.0","18594",8.911
"633","2016-12-23 05:00:00.0","18594",12.683
"634","2016-12-24 05:00:00.0","18594",11.63
"635","2016-12-25 05:00:00.0","18594",9.441
"636","2016-12-26 05:00:00.0","18594",12.348
"637","2016-12-27 05:00:00.0","18594",8.357
"638","2016-12-28 05:00:00.0","18594",8.835
"639","2016-12-29 05:00:00.0","18594",9.723
"640","2016-12-30 05:00:00.0","18594",10.737
"641","2016-12-31 05:00:00.0","18594",9.125
"642","2017-01-01 05:00:00.0","18594",9.951
"643","2017-01-02 05:00:00.0","18594",11.178
"644","2017-01-03 05:00:00.0","18594",8.886
"645","2017-01-04 05:00:00.0","18594",6.151
"646","2017-01-05 05:00:00.0","18594",7.938
"647","2017-01-06 05:00:00.0","18594",7.978
"648","2017-01-07 05:00:00.0","18594",12.552
"649","2017-01-08 05:00:00.0","18594",10.66
"650","2017-01-09 05:00:00.0","18594",8.3
"651","2017-01-10 05:00:00.0","18594",6.989
"652","2017-01-11 05:00:00.0","18594",7.286
"653","2017-01-12 05:00:00.0","18594",6.858
"654","2017-01-13 05:00:00.0","18594",7.409
"655","2017-01-14 05:00:00.0","18594",13.294
"656","2017-01-15 05:00:00.0","18594",14.057
"657","2017-01-16 05:00:00.0","18594",8.799
"658","2017-01-17 05:00:00.0","18594",7.289
"659","2017-01-18 05:00:00.0","18594",7.701
"660","2017-01-19 05:00:00.0","18594",7.373
"661","2017-01-20 05:00:00.0","18594",8.218
"662","2017-01-21 05:00:00.0","18594",10.285
"663","2017-01-22 05:00:00.0","18594",8.091
"664","2017-01-23 05:00:00.0","18594",8.934
"665","2017-01-24 05:00:00.0","18594",7.371
"666","2017-01-25 05:00:00.0","18594",7.241
"667","2017-01-26 05:00:00.0","18594",7.814
"668","2017-01-27 05:00:00.0","18594",8.4
"669","2017-01-28 05:00:00.0","18594",9.644
"670","2017-01-29 05:00:00.0","18594",9.338
"671","2017-01-30 05:00:00.0","18594",7.954
"672","2017-01-31 05:00:00.0","18594",8.863
"673","2017-02-01 05:00:00.0","18594",6.668
"674","2017-02-02 05:00:00.0","18594",9.655
"675","2017-02-03 05:00:00.0","18594",7.06
"676","2017-02-04 05:00:00.0","18594",11.138
"677","2017-02-05 05:00:00.0","18594",12.878
"678","2017-02-06 05:00:00.0","18594",7.685
"679","2017-02-07 05:00:00.0","18594",7.713
"680","2017-02-08 05:00:00.0","18594",6.651
"681","2017-02-09 05:00:00.0","18594",7.465
"682","2017-02-10 05:00:00.0","18594",10.584
"683","2017-02-11 05:00:00.0","18594",8.586
"684","2017-02-12 05:00:00.0","18594",9.489
"685","2017-02-13 05:00:00.0","18594",8.533
"686","2017-02-14 05:00:00.0","18594",7.945
"687","2017-02-15 05:00:00.0","18594",6.674
"688","2017-02-16 05:00:00.0","18594",8.126
"689","2017-02-17 05:00:00.0","18594",9.686
"690","2017-02-18 05:00:00.0","18594",9.16
"691","2017-02-19 05:00:00.0","18594",10.278
"692","2017-02-20 05:00:00.0","18594",8.1
"693","2017-02-21 05:00:00.0","18594",7.008
"694","2017-02-22 05:00:00.0","18594",5.233
"695","2017-02-23 05:00:00.0","18594",6.215
"696","2017-02-24 05:00:00.0","18594",6.492
"697","2017-02-25 05:00:00.0","18594",10.31
"698","2017-02-26 05:00:00.0","18594",20.308
